shipment_id,origin,destination,delay_days
SHP02003,Japan,Germany,23
SHP02004,India,Japan,14
SHP02005,USA,China,16
SHP02006,Germany,China,9
SHP02007,Japan,India,30
SHP02008,China,China,26
SHP02009,Japan,China,8
SHP02010,USA,China,25
SHP02011,China,China,9
SHP02012,India,Japan,25
SHP02013,USA,Germany,24
SHP02014,India,China,29
SHP02015,Germany,USA,17
SHP02016,India,India,1
SHP02017,USA,India,7
SHP02018,India,Japan,3
SHP02019,USA,Germany,28
SHP02020,China,India,14
SHP02021,India,Germany,5
SHP02022,India,China,17
SHP02023,China,China,7
SHP02024,Germany,India,12
SHP02025,Germany,Japan,12
SHP02026,Germany,Germany,10
SHP02027,USA,India,2
SHP02028,China,India,10
SHP02029,India,Japan,6
SHP02030,Japan,USA,0
SHP02031,India,Germany,2
SHP02032,Japan,India,2
SHP02033,India,China,30
SHP02034,USA,Japan,23
SHP02035,Germany,Germany,28
SHP02036,Germany,China,14
SHP02037,Germany,Germany,7
SHP02038,Japan,Japan,10
SHP02039,China,Germany,21
SHP02040,Japan,USA,25
SHP02041,USA,Germany,9
SHP02042,USA,Japan,5
SHP02043,India,USA,19
SHP02044,USA,Japan,30
SHP02045,USA,Japan,21
SHP02046,China,USA,24
SHP02047,India,China,0
SHP02048,Japan,Japan,10
SHP02049,USA,India,24
SHP02050,China,India,11
SHP02051,China,China,20
SHP02052,India,India,25
SHP02053,China,China,14
SHP02054,USA,India,18
SHP02055,India,Japan,9
SHP02056,Germany,Germany,2
SHP02057,Japan,India,15
SHP02058,India,Germany,24
SHP02059,USA,Japan,15
SHP02060,USA,USA,21
SHP02061,Japan,India,27
SHP02062,Japan,China,7
SHP02063,China,India,23
SHP02064,China,Germany,19
SHP02065,Japan,Japan,2
SHP02066,USA,Japan,17
SHP02067,Germany,USA,25
SHP02068,USA,India,20
SHP02069,Germany,Japan,8
SHP02070,Japan,India,27
SHP02071,China,USA,30
SHP02072,Japan,India,18
SHP02073,China,India,8
SHP02074,Japan,Germany,4
SHP02075,China,India,16
SHP02076,Japan,India,2
SHP02077,India,Germany,18
SHP02078,USA,Germany,25
SHP02079,Germany,USA,13
SHP02080,USA,USA,17
SHP02081,Japan,USA,26
SHP02082,Germany,India,12
SHP02083,Germany,Japan,29
SHP02084,Japan,USA,11
SHP02085,Japan,USA,7
SHP02086,India,Japan,1
SHP02087,Germany,China,22
SHP02088,Japan,India,17
SHP02089,China,USA,17
SHP02090,USA,Japan,11
SHP02091,India,China,1
SHP02092,India,USA,9
SHP02093,India,Japan,15
SHP02094,India,Germany,24
SHP02095,Japan,China,11
SHP02096,India,India,5
SHP02097,USA,Germany,29
SHP02098,Japan,Germany,13
SHP02099,China,USA,9
SHP02100,India,Japan,1
SHP02101,Japan,Germany,24
SHP02102,Japan,India,22
SHP02103,Germany,Japan,27
SHP02104,Japan,Japan,13
SHP02105,China,India,21
SHP02106,Japan,Japan,10
SHP02107,USA,Germany,12
SHP02108,USA,Japan,22
SHP02109,Germany,Germany,26
SHP02110,Germany,USA,30
SHP02111,USA,India,8
SHP02112,China,USA,5
SHP02113,USA,Japan,17
SHP02114,India,USA,29
SHP02115,China,Japan,6
SHP02116,Japan,USA,2
SHP02117,India,Germany,11
SHP02118,USA,Japan,17
SHP02119,China,USA,6
SHP02120,China,Japan,8
SHP02121,India,USA,20
SHP02122,USA,China,14
SHP02123,Japan,Germany,10
SHP02124,Germany,China,1
SHP02125,USA,China,7
SHP02126,USA,USA,16
SHP02127,Japan,USA,18
SHP02128,Germany,USA,22
SHP02129,China,India,22
SHP02130,Japan,China,15
SHP02131,Germany,China,3
SHP02132,China,Germany,13
SHP02133,Germany,USA,28
SHP02134,China,China,29
SHP02135,India,Germany,24
SHP02136,Japan,China,10
SHP02137,India,China,12
SHP02138,Japan,Japan,30
SHP02139,India,Germany,3
SHP02140,USA,China,4
SHP02141,USA,Japan,4
SHP02142,Japan,China,14
SHP02143,China,India,11
SHP02144,India,Japan,8
SHP02145,Japan,Japan,20
SHP02146,USA,USA,2
SHP02147,Germany,China,17
SHP02148,China,China,22
SHP02149,Germany,Japan,11
SHP02150,India,Japan,21
SHP02151,Germany,India,27
SHP02152,China,India,16
SHP02153,USA,India,15
SHP02154,Germany,Japan,28
SHP02155,Japan,Germany,5
SHP02156,China,USA,0
SHP02157,India,China,1
SHP02158,Germany,China,29
SHP02159,China,China,3
SHP02160,USA,USA,14
SHP02161,USA,China,29
SHP02162,Japan,USA,30
SHP02163,India,India,10
SHP02164,USA,Germany,28
SHP02165,USA,Germany,1
SHP02166,China,India,16
SHP02167,Japan,Germany,17
SHP02168,Japan,Japan,2
SHP02169,Germany,Germany,2
SHP02170,Germany,USA,24
SHP02171,Japan,Japan,28
SHP02172,China,China,4
SHP02173,USA,Germany,29
SHP02174,Japan,USA,13
SHP02175,USA,Japan,30
SHP02176,India,China,4
SHP02177,India,India,20
SHP02178,USA,China,3
SHP02179,Japan,USA,4
SHP02180,Japan,Germany,23
SHP02181,India,USA,1
SHP02182,USA,China,19
SHP02183,India,USA,28
SHP02184,Japan,Japan,15
SHP02185,Germany,Germany,18
SHP02186,India,Japan,24
SHP02187,Germany,China,9
SHP02188,China,India,29
SHP02189,Germany,USA,30
SHP02190,USA,China,1
SHP02191,Germany,Japan,0
SHP02192,USA,Germany,21
SHP02193,Germany,USA,20
SHP02194,USA,Germany,7
SHP02195,USA,USA,13
SHP02196,Germany,Germany,21
SHP02197,China,USA,14
SHP02198,India,China,23
SHP02199,USA,China,6
SHP02200,China,Germany,7
SHP02201,USA,China,14
SHP02202,China,India,14
SHP02203,China,Japan,24
SHP02204,India,China,6
SHP02205,Germany,Germany,12
SHP02206,Japan,Japan,24
SHP02207,USA,Japan,21
SHP02208,USA,USA,18
SHP02209,Japan,USA,1
SHP02210,Germany,Germany,14
SHP02211,Japan,Japan,19
SHP02212,China,USA,23
SHP02213,Japan,India,17
SHP02214,USA,China,12
SHP02215,China,Japan,9
SHP02216,USA,USA,27
SHP02217,Germany,Japan,15
SHP02218,India,USA,27
SHP02219,India,China,12
SHP02220,China,USA,21
SHP02221,USA,USA,15
SHP02222,China,Germany,5
SHP02223,Japan,USA,8
SHP02224,China,Japan,19
SHP02225,India,Japan,24
SHP02226,USA,India,4
SHP02227,Germany,Japan,25
SHP02228,Germany,USA,15
SHP02229,India,India,19
SHP02230,Germany,China,16
SHP02231,India,Germany,9
SHP02232,Japan,Japan,2
SHP02233,India,Japan,8
SHP02234,USA,USA,0
SHP02235,Japan,Japan,26
SHP02236,USA,India,26
SHP02237,India,China,27
SHP02238,USA,USA,3
SHP02239,Germany,Japan,6
SHP02240,Japan,USA,17
SHP02241,China,China,3
SHP02242,Japan,USA,21
SHP02243,China,India,7
SHP02244,India,USA,27
SHP02245,Germany,Germany,22
SHP02246,USA,China,4
SHP02247,Japan,Germany,3
SHP02248,Japan,China,20
SHP02249,India,USA,10
SHP02250,USA,Germany,24
SHP02251,Japan,USA,6
SHP02252,USA,USA,12
SHP02253,USA,Japan,10
SHP02254,Japan,Japan,28
SHP02255,China,Japan,25
SHP02256,China,USA,5
SHP02257,Japan,India,18
SHP02258,Japan,USA,9
SHP02259,Germany,China,26
SHP02260,Japan,Germany,27
SHP02261,USA,India,10
SHP02262,China,USA,20
SHP02263,Germany,China,28
SHP02264,China,Japan,12
SHP02265,USA,Japan,8
SHP02266,Japan,Germany,2
SHP02267,USA,India,30
SHP02268,China,China,28
SHP02269,Japan,Germany,20
SHP02270,Germany,USA,24
SHP02271,Germany,Germany,7
SHP02272,Germany,USA,4
SHP02273,China,China,23
SHP02274,USA,Germany,15
SHP02275,USA,Japan,30
SHP02276,USA,India,23
SHP02277,Japan,China,24
SHP02278,Japan,USA,28
SHP02279,China,India,6
SHP02280,China,USA,25
SHP02281,USA,India,14
SHP02282,Germany,Germany,4
SHP02283,Germany,Japan,9
SHP02284,China,USA,24
SHP02285,China,China,21
SHP02286,USA,Japan,9
SHP02287,Germany,India,5
SHP02288,China,India,11
SHP02289,Japan,Germany,3
SHP02290,Japan,China,6
SHP02291,Germany,India,4
SHP02292,India,India,28
SHP02293,China,India,5
SHP02294,Japan,China,12
SHP02295,China,Japan,29
SHP02296,India,USA,21
SHP02297,Germany,India,16
SHP02298,India,USA,27
SHP02299,USA,USA,20
SHP02300,Germany,Germany,30
SHP02301,China,Japan,25
SHP02302,Germany,China,15
SHP02303,India,Japan,28
SHP02304,Japan,USA,9
SHP02305,China,China,22
SHP02306,China,Germany,14
SHP02307,India,Japan,17
SHP02308,Japan,China,28
SHP02309,China,Germany,3
SHP02310,Germany,Germany,2
SHP02311,USA,India,12
SHP02312,India,China,18
SHP02313,India,Germany,23
SHP02314,Japan,USA,8
SHP02315,Japan,Japan,4
SHP02316,Germany,Japan,6
SHP02317,Japan,Germany,2
SHP02318,India,USA,4
SHP02319,India,USA,18
SHP02320,Japan,China,1
SHP02321,China,Germany,13
SHP02322,India,USA,3
SHP02323,USA,Japan,6
SHP02324,Germany,India,18
SHP02325,Germany,Germany,2
SHP02326,Japan,India,6
SHP02327,India,USA,16
SHP02328,China,USA,13
SHP02329,China,Germany,20
SHP02330,USA,China,6
SHP02331,China,Germany,3
SHP02332,China,USA,22
SHP02333,USA,India,0
SHP02334,China,India,1
SHP02335,China,Japan,27
SHP02336,Germany,India,29
SHP02337,China,India,0
SHP02338,Germany,Japan,4
SHP02339,USA,India,7
SHP02340,Germany,China,6
SHP02341,Germany,USA,9
SHP02342,USA,India,23
SHP02343,India,USA,0
SHP02344,Japan,Japan,28
SHP02345,USA,Germany,11
SHP02346,India,India,14
SHP02347,India,Japan,20
SHP02348,India,Germany,9
SHP02349,China,India,30
SHP02350,Germany,Japan,18
SHP02351,USA,Germany,29
SHP02352,China,Japan,14
SHP02353,Germany,Germany,0
SHP02354,China,India,16
SHP02355,China,USA,19
SHP02356,China,India,20
SHP02357,Germany,USA,18
SHP02358,Germany,Japan,17
SHP02359,India,Germany,18
SHP02360,China,USA,13
SHP02361,India,Japan,21
SHP02362,Japan,China,16
SHP02363,Germany,Japan,29
SHP02364,Japan,Japan,18
SHP02365,Japan,Germany,5
SHP02366,Germany,India,6
SHP02367,Germany,USA,3
SHP02368,Japan,China,20
SHP02369,Japan,Germany,24
SHP02370,USA,China,12
SHP02371,China,USA,23
SHP02372,Japan,USA,20
SHP02373,USA,India,22
SHP02374,Germany,India,6
SHP02375,USA,Japan,22
SHP02376,Japan,Japan,23
SHP02377,Germany,India,27
SHP02378,Japan,USA,19
SHP02379,Japan,Germany,21
SHP02380,Germany,China,16
SHP02381,Germany,China,9
SHP02382,Japan,Germany,28
SHP02383,Germany,China,13
SHP02384,USA,USA,0
SHP02385,USA,Germany,6
SHP02386,China,India,13
SHP02387,China,India,0
SHP02388,India,Japan,30
SHP02389,India,Japan,1
SHP02390,India,China,16
SHP02391,Japan,Japan,18
SHP02392,Japan,Japan,10
SHP02393,Germany,China,18
SHP02394,Japan,Germany,30
SHP02395,India,Japan,26
SHP02396,Japan,India,0
SHP02397,USA,USA,8
SHP02398,Germany,India,6
SHP02399,USA,USA,24
SHP02400,Germany,India,0
SHP02401,China,China,25
SHP02402,India,Japan,18
SHP02403,India,Germany,19
SHP02404,China,Germany,14
SHP02405,Germany,China,26
SHP02406,USA,Japan,13
SHP02407,Germany,Germany,19
SHP02408,China,Germany,16
SHP02409,Germany,Germany,0
SHP02410,Germany,China,13
SHP02411,China,USA,1
SHP02412,Germany,USA,13
SHP02413,Germany,India,11
SHP02414,China,India,3
SHP02415,Germany,USA,3
SHP02416,USA,USA,14
SHP02417,India,Germany,4
SHP02418,India,China,7
SHP02419,Japan,India,2
SHP02420,China,Germany,16
SHP02421,Germany,China,12
SHP02422,Germany,USA,4
SHP02423,USA,USA,21
SHP02424,USA,USA,30
SHP02425,Japan,China,23
SHP02426,USA,Japan,12
SHP02427,Germany,USA,13
SHP02428,China,USA,26
SHP02429,USA,Germany,19
SHP02430,India,India,9
SHP02431,China,India,4
SHP02432,USA,China,12
SHP02433,Japan,India,28
SHP02434,Japan,China,29
SHP02435,Germany,China,26
SHP02436,Germany,India,24
SHP02437,Japan,Japan,25
SHP02438,USA,China,25
SHP02439,China,Germany,8
SHP02440,China,India,0
SHP02441,India,China,13
SHP02442,India,Japan,28
SHP02443,Germany,Germany,12
SHP02444,Germany,India,26
SHP02445,Japan,Japan,18
SHP02446,China,USA,4
SHP02447,Japan,Germany,30
SHP02448,India,USA,7
SHP02449,USA,USA,18
SHP02450,USA,China,18
SHP02451,USA,Germany,0
SHP02452,China,Germany,17
SHP02453,USA,USA,11
SHP02454,India,Japan,14
SHP02455,Germany,USA,16
SHP02456,Germany,Germany,30
SHP02457,Japan,USA,17
SHP02458,India,Germany,22
SHP02459,India,USA,17
SHP02460,India,Germany,27
SHP02461,Japan,Japan,24
SHP02462,USA,Japan,21
SHP02463,Germany,Japan,18
SHP02464,USA,China,24
SHP02465,USA,Japan,18
SHP02466,Japan,China,25
SHP02467,China,Japan,17
SHP02468,China,USA,21
SHP02469,Japan,Germany,25
SHP02470,India,China,30
SHP02471,India,USA,20
SHP02472,Japan,India,25
SHP02473,Japan,Germany,10
SHP02474,China,USA,15
SHP02475,Germany,India,29
SHP02476,USA,India,15
SHP02477,Japan,USA,26
SHP02478,USA,Germany,3
SHP02479,Japan,Germany,17
SHP02480,India,Germany,6
SHP02481,Germany,Japan,13
SHP02482,India,Japan,19
SHP02483,Japan,India,26
SHP02484,USA,India,6
SHP02485,China,China,10
SHP02486,USA,Germany,4
SHP02487,India,China,30
SHP02488,Japan,Japan,24
SHP02489,Japan,India,15
SHP02490,USA,Japan,30
SHP02491,USA,India,9
SHP02492,India,Japan,0
SHP02493,USA,India,15
SHP02494,China,India,28
SHP02495,USA,USA,21
SHP02496,India,Germany,25
SHP02497,Germany,USA,24
SHP02498,Japan,USA,2
SHP02499,China,India,9
SHP02500,Germany,China,25
SHP02501,Germany,India,17
SHP02502,China,China,8
SHP02503,India,USA,1
SHP02504,India,China,30
SHP02505,USA,Germany,0
SHP02506,India,China,29
SHP02507,Japan,China,20
SHP02508,Germany,China,16
SHP02509,India,Germany,0
SHP02510,China,China,14
SHP02511,Germany,USA,23
SHP02512,China,Germany,24
SHP02513,USA,Japan,4
SHP02514,Germany,Germany,27
SHP02515,India,Germany,9
SHP02516,Germany,Germany,26
SHP02517,USA,India,8
SHP02518,Japan,China,4
SHP02519,India,India,18
SHP02520,Germany,India,27
SHP02521,India,China,14
SHP02522,Germany,China,19
SHP02523,India,India,5
SHP02524,Germany,China,24
SHP02525,China,India,9
SHP02526,Japan,China,25
SHP02527,China,Japan,5
SHP02528,India,Germany,28
SHP02529,USA,India,16
SHP02530,Germany,India,8
SHP02531,China,India,7
SHP02532,Japan,China,10
SHP02533,India,Germany,20
SHP02534,China,China,11
SHP02535,Japan,USA,16
SHP02536,USA,Germany,17
SHP02537,Germany,Japan,7
SHP02538,Germany,Japan,28
SHP02539,USA,China,5
SHP02540,USA,Japan,10
SHP02541,Germany,China,24
SHP02542,USA,USA,0
SHP02543,USA,China,15
SHP02544,China,Japan,19
SHP02545,Japan,India,12
SHP02546,Germany,Japan,17
SHP02547,China,Germany,15
SHP02548,Germany,USA,10
SHP02549,India,China,21
SHP02550,Japan,China,8
SHP02551,Germany,India,11
SHP02552,USA,Germany,18
SHP02553,USA,Japan,6
SHP02554,China,India,11
SHP02555,Japan,India,13
SHP02556,USA,India,21
SHP02557,Germany,USA,18
SHP02558,Japan,USA,20
SHP02559,Japan,Germany,19
SHP02560,Germany,USA,11
SHP02561,Japan,China,29
SHP02562,USA,USA,2
SHP02563,USA,China,13
SHP02564,India,USA,6
SHP02565,China,Japan,8
SHP02566,China,Japan,2
SHP02567,Germany,USA,21
SHP02568,Germany,India,26
SHP02569,China,Japan,7
SHP02570,Japan,India,9
SHP02571,India,China,8
SHP02572,USA,China,26
SHP02573,Japan,India,23
SHP02574,China,USA,2
SHP02575,Germany,Japan,14
SHP02576,India,China,6
SHP02577,China,Japan,13
SHP02578,India,India,3
SHP02579,Japan,India,5
SHP02580,India,Japan,12
SHP02581,India,China,11
SHP02582,India,USA,21
SHP02583,USA,USA,4
SHP02584,Japan,USA,23
SHP02585,USA,China,6
SHP02586,India,USA,27
SHP02587,India,Japan,10
SHP02588,Germany,China,21
SHP02589,China,Japan,1
SHP02590,Germany,Japan,21
SHP02591,Germany,USA,21
SHP02592,China,India,0
SHP02593,Japan,India,15
SHP02594,Germany,Japan,27
SHP02595,Japan,China,7
SHP02596,China,India,16
SHP02597,Germany,India,7
SHP02598,China,Japan,8
SHP02599,Japan,USA,23
SHP02600,Germany,India,18
SHP02601,India,China,27
SHP02602,Germany,China,21
SHP02603,Japan,USA,24
SHP02604,India,Germany,27
SHP02605,China,India,14
SHP02606,USA,USA,12
SHP02607,China,Germany,13
SHP02608,Japan,India,20
SHP02609,India,India,5
SHP02610,India,India,16
SHP02611,China,China,11
SHP02612,USA,USA,17
SHP02613,China,Japan,20
SHP02614,Japan,Germany,16
SHP02615,USA,Germany,12
SHP02616,USA,India,20
SHP02617,China,Japan,19
SHP02618,Japan,Germany,28
SHP02619,Japan,Germany,17
SHP02620,USA,Germany,19
SHP02621,USA,China,3
SHP02622,India,India,27
SHP02623,Germany,Germany,25
SHP02624,USA,China,26
SHP02625,Japan,Japan,11
SHP02626,India,China,18
SHP02627,India,China,10
SHP02628,Germany,USA,24
SHP02629,USA,Germany,11
SHP02630,Japan,China,6
SHP02631,Germany,USA,4
SHP02632,India,China,26
SHP02633,Germany,China,11
SHP02634,Germany,China,23
SHP02635,India,USA,13
SHP02636,India,India,26
SHP02637,USA,Germany,22
SHP02638,India,Germany,25
SHP02639,China,China,0
SHP02640,China,USA,1
SHP02641,India,India,16
SHP02642,Japan,USA,9
SHP02643,China,China,22
SHP02644,India,China,5
SHP02645,India,USA,11
SHP02646,China,India,3
SHP02647,India,Germany,30
SHP02648,China,China,11
SHP02649,Germany,USA,5
SHP02650,India,Japan,7
SHP02651,India,China,8
SHP02652,Germany,Japan,30
SHP02653,Japan,China,16
SHP02654,Japan,China,13
SHP02655,Japan,China,16
SHP02656,USA,Germany,29
SHP02657,Japan,India,6
SHP02658,India,USA,11
SHP02659,Germany,Germany,23
SHP02660,China,China,9
SHP02661,India,India,29
SHP02662,USA,USA,2
SHP02663,USA,USA,23
SHP02664,China,Japan,6
SHP02665,India,Japan,30
SHP02666,USA,USA,8
SHP02667,Japan,Germany,11
SHP02668,USA,China,22
SHP02669,USA,Japan,24
SHP02670,USA,India,7
SHP02671,India,Germany,26
SHP02672,India,China,28
SHP02673,Japan,USA,28
SHP02674,Germany,India,25
SHP02675,China,India,16
SHP02676,Japan,Japan,28
SHP02677,Germany,India,19
SHP02678,China,India,9
SHP02679,Germany,USA,15
SHP02680,Germany,China,4
SHP02681,India,Japan,26
SHP02682,India,USA,9
SHP02683,USA,China,29
SHP02684,China,China,25
SHP02685,Germany,India,9
SHP02686,Germany,Germany,15
SHP02687,India,Germany,4
SHP02688,Germany,USA,29
SHP02689,Germany,India,14
SHP02690,Japan,China,26
SHP02691,China,Germany,16
SHP02692,China,Japan,28
SHP02693,China,Germany,27
SHP02694,USA,Germany,16
SHP02695,USA,Germany,7
SHP02696,India,USA,15
SHP02697,Germany,China,19
SHP02698,Japan,China,0
SHP02699,Germany,Germany,28
SHP02700,China,China,6
SHP02701,Japan,China,21
SHP02702,USA,India,29
SHP02703,USA,India,12
SHP02704,Germany,Japan,30
SHP02705,Germany,China,14
SHP02706,Japan,USA,17
SHP02707,Germany,USA,2
SHP02708,India,USA,5
SHP02709,China,Japan,30
SHP02710,USA,China,17
SHP02711,Germany,USA,5
SHP02712,Japan,China,15
SHP02713,USA,Japan,25
SHP02714,India,Germany,24
SHP02715,USA,Japan,30
SHP02716,Germany,India,10
SHP02717,Germany,Germany,4
SHP02718,India,USA,9
SHP02719,USA,India,13
SHP02720,India,China,2
SHP02721,China,China,23
SHP02722,Germany,India,22
SHP02723,Germany,India,16
SHP02724,China,Japan,3
SHP02725,Germany,USA,14
SHP02726,Japan,China,16
SHP02727,China,China,24
SHP02728,China,Germany,21
SHP02729,USA,China,8
SHP02730,USA,Germany,6
SHP02731,Japan,USA,15
SHP02732,China,Germany,21
SHP02733,India,Japan,16
SHP02734,India,India,18
SHP02735,India,India,3
SHP02736,Japan,China,7
SHP02737,China,India,24
SHP02738,Germany,China,29
SHP02739,India,India,17
SHP02740,Japan,USA,26
SHP02741,Japan,China,22
SHP02742,Germany,China,6
SHP02743,Japan,China,19
SHP02744,India,USA,13
SHP02745,India,China,2
SHP02746,USA,USA,24
SHP02747,Germany,USA,9
SHP02748,India,India,21
SHP02749,China,China,0
SHP02750,India,China,21
SHP02751,India,China,7
SHP02752,Germany,India,4
SHP02753,USA,India,1
SHP02754,Japan,Germany,10
SHP02755,USA,India,5
SHP02756,India,Japan,18
SHP02757,India,Japan,29
SHP02758,Japan,China,17
SHP02759,Japan,Japan,25
SHP02760,Germany,India,28
SHP02761,USA,India,12
SHP02762,USA,Japan,18
SHP02763,Japan,Germany,20
SHP02764,USA,Japan,20
SHP02765,Japan,USA,30
SHP02766,USA,Japan,19
SHP02767,China,China,14
SHP02768,Germany,Japan,22
SHP02769,Germany,Japan,27
SHP02770,USA,USA,21
SHP02771,Germany,Japan,15
SHP02772,China,India,21
SHP02773,China,Japan,26
SHP02774,Germany,Germany,18
SHP02775,Japan,India,12
SHP02776,Japan,China,4
SHP02777,China,India,9
SHP02778,China,India,7
SHP02779,China,India,28
SHP02780,India,China,27
SHP02781,Germany,India,19
SHP02782,China,Germany,2
SHP02783,China,Germany,4
SHP02784,China,Germany,1
SHP02785,Japan,USA,1
SHP02786,USA,China,18
SHP02787,India,China,17
SHP02788,USA,Germany,3
SHP02789,USA,Germany,9
SHP02790,China,India,18
SHP02791,Japan,China,0
SHP02792,China,India,14
SHP02793,Japan,India,0
SHP02794,India,India,8
SHP02795,India,India,13
SHP02796,China,Japan,19
SHP02797,USA,India,5
SHP02798,Japan,India,3
SHP02799,Japan,Germany,4
SHP02800,China,Germany,5
SHP02801,USA,India,4
SHP02802,Japan,China,22
SHP02803,Germany,India,6
SHP02804,China,China,10
SHP02805,Japan,Japan,4
SHP02806,China,Germany,30
SHP02807,China,India,25
SHP02808,India,China,9
SHP02809,Japan,China,14
SHP02810,India,Japan,12
SHP02811,USA,Japan,23
SHP02812,Germany,China,30
SHP02813,China,Japan,1
SHP02814,India,Germany,14
SHP02815,India,Germany,10
SHP02816,China,India,23
SHP02817,Japan,India,25
SHP02818,USA,India,29
SHP02819,Germany,USA,17
SHP02820,USA,China,27
SHP02821,China,Japan,2
SHP02822,China,Japan,12
SHP02823,Germany,USA,0
SHP02824,Japan,China,5
SHP02825,India,USA,15
SHP02826,India,Germany,24
SHP02827,India,Japan,26
SHP02828,China,Japan,20
SHP02829,USA,Japan,25
SHP02830,China,Japan,3
SHP02831,China,China,25
SHP02832,India,Germany,15
SHP02833,India,India,7
SHP02834,China,China,7
SHP02835,China,Japan,9
SHP02836,Japan,Japan,25
SHP02837,Japan,India,7
SHP02838,China,India,11
SHP02839,China,USA,26
SHP02840,USA,USA,25
SHP02841,USA,India,19
SHP02842,India,Japan,19
SHP02843,Germany,Japan,0
SHP02844,USA,Japan,17
SHP02845,China,Germany,12
SHP02846,Germany,USA,16
SHP02847,USA,Germany,13
SHP02848,China,China,30
SHP02849,China,USA,5
SHP02850,Germany,India,4
SHP02851,USA,China,3
SHP02852,Japan,USA,18
SHP02853,Germany,Japan,21
SHP02854,China,Germany,22
SHP02855,USA,Germany,8
SHP02856,Japan,USA,4
SHP02857,Germany,China,24
SHP02858,India,India,11
SHP02859,India,India,26
SHP02860,China,China,29
SHP02861,Germany,Germany,3
SHP02862,Germany,Germany,5
SHP02863,China,Germany,25
SHP02864,China,Japan,16
SHP02865,India,China,19
SHP02866,China,India,9
SHP02867,India,Germany,30
SHP02868,India,India,23
SHP02869,USA,India,24
SHP02870,India,Japan,14
SHP02871,USA,India,8
SHP02872,USA,Germany,26
SHP02873,China,USA,19
SHP02874,USA,USA,19
SHP02875,India,China,25
SHP02876,USA,USA,24
SHP02877,Japan,Germany,18
SHP02878,Germany,Japan,29
SHP02879,India,Japan,7
SHP02880,Germany,China,21
SHP02881,India,Japan,3
SHP02882,China,India,19
SHP02883,USA,Japan,3
SHP02884,India,USA,21
SHP02885,India,Japan,22
SHP02886,USA,China,17
SHP02887,USA,India,24
SHP02888,India,Germany,7
SHP02889,China,Japan,5
SHP02890,China,USA,4
SHP02891,Germany,Japan,11
SHP02892,India,China,11
SHP02893,Germany,China,12
SHP02894,China,USA,19
SHP02895,Germany,India,26
SHP02896,China,USA,25
SHP02897,USA,Germany,13
SHP02898,China,USA,15
SHP02899,Germany,India,28
SHP02900,Germany,China,21
SHP02901,China,China,7
SHP02902,Japan,China,19
SHP02903,India,Germany,29
SHP02904,Japan,India,19
SHP02905,Japan,Japan,8
SHP02906,Germany,China,24
SHP02907,China,USA,9
SHP02908,USA,China,16
SHP02909,China,China,24
SHP02910,Germany,USA,2
SHP02911,Germany,India,5
SHP02912,India,Japan,10
SHP02913,Japan,USA,9
SHP02914,Japan,China,18
SHP02915,India,India,12
SHP02916,China,Germany,17
SHP02917,Japan,Japan,27
SHP02918,Germany,Germany,18
SHP02919,India,Germany,14
SHP02920,Germany,Japan,9
SHP02921,China,Japan,29
SHP02922,Germany,Germany,15
SHP02923,China,Germany,5
SHP02924,USA,India,14
SHP02925,Germany,USA,22
SHP02926,India,Japan,4
SHP02927,USA,China,5
SHP02928,Japan,Japan,23
SHP02929,USA,Germany,8
SHP02930,Japan,China,30
SHP02931,India,China,8
SHP02932,India,USA,5
SHP02933,Germany,Germany,4
SHP02934,Japan,Germany,24
SHP02935,Japan,China,14
SHP02936,Japan,China,23
SHP02937,Japan,China,17
SHP02938,China,USA,9
SHP02939,USA,Japan,16
SHP02940,Japan,Germany,11
SHP02941,China,USA,9
SHP02942,India,India,10
SHP02943,China,Japan,19
SHP02944,Japan,India,26
SHP02945,China,USA,5
SHP02946,Japan,China,14
SHP02947,Germany,USA,20
SHP02948,Germany,USA,5
SHP02949,India,China,25
SHP02950,USA,China,12
SHP02951,India,India,13
SHP02952,India,India,19
SHP02953,Japan,Japan,23
SHP02954,Japan,India,6
SHP02955,China,China,3
SHP02956,Japan,Germany,0
SHP02957,Germany,Germany,29
SHP02958,China,Germany,14
SHP02959,China,China,25
SHP02960,Japan,Japan,12
SHP02961,China,China,11
SHP02962,China,Japan,1
SHP02963,Germany,China,27
SHP02964,China,China,24
SHP02965,India,USA,28
SHP02966,Japan,Germany,11
SHP02967,China,China,6
SHP02968,Germany,India,22
SHP02969,India,China,20
SHP02970,Germany,Germany,10
SHP02971,Germany,USA,26
SHP02972,India,China,10
SHP02973,China,USA,12
SHP02974,China,Japan,8
SHP02975,Germany,India,4
SHP02976,Germany,India,13
SHP02977,China,China,30
SHP02978,China,Germany,2
SHP02979,Japan,USA,13
SHP02980,India,India,24
SHP02981,Germany,USA,20
SHP02982,Japan,India,14
SHP02983,Japan,USA,10
SHP02984,China,USA,5
SHP02985,Japan,USA,30
SHP02986,Germany,Japan,27
SHP02987,Japan,Japan,5
SHP02988,China,Japan,0
SHP02989,India,USA,13
SHP02990,Japan,India,9
SHP02991,India,India,12
SHP02992,India,USA,0
SHP02993,USA,Japan,28
SHP02994,Japan,USA,28
SHP02995,India,India,9
SHP02996,USA,Germany,7
SHP02997,USA,USA,13
SHP02998,USA,India,9
SHP02999,India,Germany,5
SHP03000,USA,India,24
SHP03001,India,India,7
SHP03002,USA,USA,21
SHP03003,Japan,China,0
SHP03004,USA,China,5
