event_id,event_type,severity,impact_score
DIS01602,Port Closure,High,97
DIS01603,Cyber Attack,High,82
DIS01604,Port Closure,Medium,74
DIS01605,Port Closure,Medium,54
DIS01606,Earthquake,High,39
DIS01607,Supplier Failure,High,13
DIS01608,Cyber Attack,High,50
DIS01609,Cyber Attack,High,38
DIS01610,Cyber Attack,Low,65
DIS01611,Cyber Attack,Low,92
DIS01612,Flood,High,29
DIS01613,Earthquake,Low,58
DIS01614,Port Closure,Medium,63
DIS01615,Supplier Failure,High,23
DIS01616,Flood,Medium,31
DIS01617,Supplier Failure,Low,75
DIS01618,Supplier Failure,Low,70
DIS01619,Supplier Failure,Medium,27
DIS01620,Cyber Attack,Medium,12
DIS01621,Flood,High,57
DIS01622,Flood,Medium,86
DIS01623,Cyber Attack,Low,80
DIS01624,Cyber Attack,High,12
DIS01625,Supplier Failure,Low,42
DIS01626,Supplier Failure,High,49
DIS01627,Earthquake,High,56
DIS01628,Earthquake,High,78
DIS01629,Supplier Failure,Low,71
DIS01630,Cyber Attack,High,9
DIS01631,Port Closure,High,11
DIS01632,Flood,Low,20
DIS01633,Supplier Failure,Medium,86
DIS01634,Flood,Low,63
DIS01635,Earthquake,High,91
DIS01636,Port Closure,High,23
DIS01637,Supplier Failure,Medium,52
DIS01638,Cyber Attack,Low,12
DIS01639,Flood,High,94
DIS01640,Supplier Failure,Medium,21
DIS01641,Supplier Failure,Medium,12
DIS01642,Cyber Attack,High,80
DIS01643,Supplier Failure,Low,75
DIS01644,Flood,High,26
DIS01645,Cyber Attack,High,57
DIS01646,Port Closure,Low,40
DIS01647,Cyber Attack,Medium,76
DIS01648,Earthquake,Low,19
DIS01649,Cyber Attack,Low,39
DIS01650,Supplier Failure,Medium,59
DIS01651,Earthquake,Low,94
DIS01652,Port Closure,Low,2
DIS01653,Flood,Medium,69
DIS01654,Earthquake,Medium,82
DIS01655,Cyber Attack,High,70
DIS01656,Earthquake,Medium,34
DIS01657,Cyber Attack,Medium,55
DIS01658,Cyber Attack,Medium,28
DIS01659,Flood,High,88
DIS01660,Supplier Failure,Low,45
DIS01661,Flood,Low,1
DIS01662,Port Closure,High,59
DIS01663,Cyber Attack,Medium,19
DIS01664,Port Closure,Low,74
DIS01665,Cyber Attack,Low,14
DIS01666,Earthquake,Medium,67
DIS01667,Earthquake,Low,29
DIS01668,Earthquake,High,75
DIS01669,Earthquake,Medium,84
DIS01670,Supplier Failure,High,12
DIS01671,Cyber Attack,High,90
DIS01672,Cyber Attack,Low,18
DIS01673,Supplier Failure,High,77
DIS01674,Port Closure,High,42
DIS01675,Port Closure,High,77
DIS01676,Flood,Medium,77
DIS01677,Supplier Failure,Low,46
DIS01678,Earthquake,Medium,46
DIS01679,Supplier Failure,High,25
DIS01680,Supplier Failure,Low,83
DIS01681,Supplier Failure,Low,84
DIS01682,Port Closure,Medium,56
DIS01683,Flood,High,85
DIS01684,Port Closure,Low,42
DIS01685,Cyber Attack,Medium,98
DIS01686,Supplier Failure,High,68
DIS01687,Earthquake,Low,53
DIS01688,Port Closure,High,42
DIS01689,Flood,Low,3
DIS01690,Earthquake,Medium,16
DIS01691,Port Closure,Medium,54
DIS01692,Flood,High,52
DIS01693,Earthquake,Medium,59
DIS01694,Supplier Failure,Low,3
DIS01695,Port Closure,High,56
DIS01696,Port Closure,Low,39
DIS01697,Port Closure,High,38
DIS01698,Supplier Failure,Medium,35
DIS01699,Port Closure,High,57
DIS01700,Supplier Failure,High,51
DIS01701,Flood,Low,12
DIS01702,Cyber Attack,High,91
DIS01703,Supplier Failure,Medium,81
DIS01704,Port Closure,Low,41
DIS01705,Earthquake,Low,82
DIS01706,Supplier Failure,Medium,63
DIS01707,Cyber Attack,High,71
DIS01708,Port Closure,High,31
DIS01709,Flood,Low,93
DIS01710,Port Closure,High,70
DIS01711,Flood,Low,75
DIS01712,Supplier Failure,Low,7
DIS01713,Earthquake,High,32
DIS01714,Earthquake,High,15
DIS01715,Cyber Attack,High,48
DIS01716,Supplier Failure,Medium,57
DIS01717,Supplier Failure,Low,40
DIS01718,Cyber Attack,Medium,7
DIS01719,Port Closure,Low,40
DIS01720,Flood,Low,48
DIS01721,Cyber Attack,High,38
DIS01722,Port Closure,Low,45
DIS01723,Flood,Low,86
DIS01724,Supplier Failure,Medium,18
DIS01725,Earthquake,High,58
DIS01726,Flood,High,27
DIS01727,Port Closure,Medium,36
DIS01728,Supplier Failure,High,52
DIS01729,Cyber Attack,Medium,69
DIS01730,Port Closure,Medium,55
DIS01731,Supplier Failure,Low,18
DIS01732,Port Closure,Medium,13
DIS01733,Supplier Failure,Low,63
DIS01734,Earthquake,High,86
DIS01735,Supplier Failure,High,66
DIS01736,Cyber Attack,High,23
DIS01737,Cyber Attack,Low,6
DIS01738,Earthquake,Low,93
DIS01739,Port Closure,Medium,64
DIS01740,Port Closure,High,63
DIS01741,Port Closure,High,3
DIS01742,Cyber Attack,High,55
DIS01743,Supplier Failure,High,35
DIS01744,Port Closure,Medium,6
DIS01745,Flood,Medium,35
DIS01746,Flood,Medium,63
DIS01747,Earthquake,High,15
DIS01748,Earthquake,Medium,82
DIS01749,Earthquake,Low,48
DIS01750,Supplier Failure,Medium,76
DIS01751,Flood,Medium,26
DIS01752,Cyber Attack,Medium,27
DIS01753,Cyber Attack,Low,59
DIS01754,Supplier Failure,Medium,16
DIS01755,Cyber Attack,Low,12
DIS01756,Flood,Medium,68
DIS01757,Earthquake,Medium,7
DIS01758,Flood,Low,27
DIS01759,Earthquake,High,18
DIS01760,Supplier Failure,Medium,85
DIS01761,Cyber Attack,Low,32
DIS01762,Supplier Failure,High,12
DIS01763,Earthquake,Medium,44
DIS01764,Flood,High,69
DIS01765,Cyber Attack,High,19
DIS01766,Supplier Failure,Low,91
DIS01767,Flood,High,39
DIS01768,Cyber Attack,Low,16
DIS01769,Flood,High,1
DIS01770,Cyber Attack,Low,56
DIS01771,Cyber Attack,Medium,15
DIS01772,Cyber Attack,Medium,5
DIS01773,Cyber Attack,Medium,70
DIS01774,Supplier Failure,High,70
DIS01775,Earthquake,Medium,50
DIS01776,Cyber Attack,Medium,83
DIS01777,Port Closure,High,96
DIS01778,Earthquake,Low,26
DIS01779,Flood,Medium,47
DIS01780,Supplier Failure,Medium,46
DIS01781,Cyber Attack,High,10
DIS01782,Cyber Attack,Low,77
DIS01783,Earthquake,Medium,67
DIS01784,Supplier Failure,Low,90
DIS01785,Supplier Failure,High,72
DIS01786,Flood,Low,62
DIS01787,Port Closure,Low,10
DIS01788,Cyber Attack,High,55
DIS01789,Supplier Failure,High,72
DIS01790,Supplier Failure,Medium,3
DIS01791,Supplier Failure,Medium,100
DIS01792,Earthquake,Low,86
DIS01793,Flood,High,55
DIS01794,Flood,High,61
DIS01795,Port Closure,Medium,12
DIS01796,Supplier Failure,Medium,100
DIS01797,Cyber Attack,Low,80
DIS01798,Flood,Medium,24
DIS01799,Earthquake,Medium,79
DIS01800,Flood,Low,92
DIS01801,Supplier Failure,Low,45
DIS01802,Port Closure,Medium,44
DIS01803,Cyber Attack,Low,58
DIS01804,Earthquake,Medium,75
DIS01805,Earthquake,Medium,58
DIS01806,Flood,Medium,47
DIS01807,Supplier Failure,High,86
DIS01808,Supplier Failure,High,2
DIS01809,Flood,Medium,27
DIS01810,Supplier Failure,Medium,77
DIS01811,Earthquake,High,67
DIS01812,Cyber Attack,Low,40
DIS01813,Port Closure,Medium,75
DIS01814,Earthquake,High,86
DIS01815,Port Closure,High,99
DIS01816,Supplier Failure,Low,92
DIS01817,Earthquake,High,84
DIS01818,Port Closure,High,30
DIS01819,Earthquake,High,11
DIS01820,Supplier Failure,Medium,80
DIS01821,Earthquake,Low,54
DIS01822,Earthquake,Low,56
DIS01823,Flood,Medium,94
DIS01824,Cyber Attack,Low,73
DIS01825,Port Closure,Low,36
DIS01826,Supplier Failure,Low,57
DIS01827,Flood,High,45
DIS01828,Flood,Low,20
DIS01829,Flood,High,39
DIS01830,Cyber Attack,Medium,33
DIS01831,Port Closure,Low,3
DIS01832,Port Closure,Low,18
DIS01833,Supplier Failure,High,23
DIS01834,Cyber Attack,Low,67
DIS01835,Earthquake,High,64
DIS01836,Cyber Attack,High,18
DIS01837,Cyber Attack,High,96
DIS01838,Flood,High,16
DIS01839,Earthquake,Medium,54
DIS01840,Cyber Attack,High,61
DIS01841,Cyber Attack,Low,97
DIS01842,Earthquake,Low,34
DIS01843,Cyber Attack,Low,81
DIS01844,Earthquake,Medium,33
DIS01845,Supplier Failure,Low,12
DIS01846,Flood,Medium,91
DIS01847,Supplier Failure,High,81
DIS01848,Port Closure,Low,83
DIS01849,Cyber Attack,Medium,25
DIS01850,Flood,High,47
DIS01851,Cyber Attack,High,85
DIS01852,Port Closure,Low,41
DIS01853,Supplier Failure,High,68
DIS01854,Flood,High,52
DIS01855,Earthquake,Medium,54
DIS01856,Supplier Failure,Low,86
DIS01857,Supplier Failure,High,16
DIS01858,Port Closure,Low,24
DIS01859,Earthquake,High,68
DIS01860,Earthquake,High,39
DIS01861,Port Closure,Low,59
DIS01862,Port Closure,High,44
DIS01863,Cyber Attack,High,70
DIS01864,Port Closure,Low,22
DIS01865,Flood,High,61
DIS01866,Supplier Failure,High,81
DIS01867,Supplier Failure,High,74
DIS01868,Port Closure,Medium,69
DIS01869,Supplier Failure,Low,26
DIS01870,Supplier Failure,Medium,72
DIS01871,Supplier Failure,Medium,77
DIS01872,Cyber Attack,Medium,89
DIS01873,Port Closure,Low,83
DIS01874,Flood,High,42
DIS01875,Port Closure,Medium,23
DIS01876,Cyber Attack,Low,87
DIS01877,Earthquake,Low,85
DIS01878,Port Closure,Low,17
DIS01879,Cyber Attack,High,93
DIS01880,Cyber Attack,High,73
DIS01881,Earthquake,Medium,99
DIS01882,Cyber Attack,Medium,79
DIS01883,Cyber Attack,High,1
DIS01884,Earthquake,Low,75
DIS01885,Supplier Failure,Medium,24
DIS01886,Cyber Attack,Low,76
DIS01887,Earthquake,High,50
DIS01888,Supplier Failure,Low,97
DIS01889,Cyber Attack,High,91
DIS01890,Flood,Low,40
DIS01891,Supplier Failure,Medium,75
DIS01892,Supplier Failure,Low,44
DIS01893,Cyber Attack,High,24
DIS01894,Supplier Failure,High,81
DIS01895,Port Closure,High,31
DIS01896,Supplier Failure,High,64
DIS01897,Port Closure,Medium,98
DIS01898,Flood,Low,40
DIS01899,Earthquake,Medium,83
DIS01900,Flood,High,21
DIS01901,Earthquake,High,70
DIS01902,Port Closure,High,87
DIS01903,Port Closure,Medium,12
DIS01904,Flood,High,82
DIS01905,Earthquake,High,30
DIS01906,Cyber Attack,Low,63
DIS01907,Flood,High,18
DIS01908,Flood,Medium,83
DIS01909,Supplier Failure,Low,55
DIS01910,Supplier Failure,Low,51
DIS01911,Cyber Attack,Medium,9
DIS01912,Earthquake,Medium,48
DIS01913,Port Closure,Medium,60
DIS01914,Earthquake,Medium,14
DIS01915,Earthquake,Low,29
DIS01916,Earthquake,Medium,56
DIS01917,Cyber Attack,High,86
DIS01918,Port Closure,Medium,60
DIS01919,Earthquake,Medium,24
DIS01920,Port Closure,Low,47
DIS01921,Earthquake,Low,55
DIS01922,Supplier Failure,Medium,50
DIS01923,Supplier Failure,Medium,43
DIS01924,Port Closure,High,66
DIS01925,Cyber Attack,Low,92
DIS01926,Supplier Failure,Low,50
DIS01927,Flood,High,81
DIS01928,Earthquake,High,51
DIS01929,Cyber Attack,High,22
DIS01930,Cyber Attack,High,96
DIS01931,Cyber Attack,Low,25
DIS01932,Earthquake,Low,86
DIS01933,Earthquake,High,9
DIS01934,Earthquake,Low,82
DIS01935,Port Closure,Medium,65
DIS01936,Port Closure,Medium,40
DIS01937,Flood,Low,98
DIS01938,Earthquake,High,81
DIS01939,Cyber Attack,Low,48
DIS01940,Earthquake,High,20
DIS01941,Port Closure,Medium,97
DIS01942,Supplier Failure,High,66
DIS01943,Port Closure,High,86
DIS01944,Cyber Attack,High,68
DIS01945,Port Closure,High,77
DIS01946,Supplier Failure,Low,94
DIS01947,Port Closure,High,72
DIS01948,Earthquake,Medium,49
DIS01949,Port Closure,Low,36
DIS01950,Supplier Failure,Low,33
DIS01951,Earthquake,High,71
DIS01952,Cyber Attack,Medium,25
DIS01953,Flood,Low,45
DIS01954,Port Closure,Medium,83
DIS01955,Flood,Medium,53
DIS01956,Supplier Failure,Medium,74
DIS01957,Earthquake,Medium,59
DIS01958,Supplier Failure,Medium,21
DIS01959,Flood,High,64
DIS01960,Earthquake,Low,5
DIS01961,Flood,Low,6
DIS01962,Earthquake,Medium,73
DIS01963,Supplier Failure,Low,22
DIS01964,Port Closure,High,93
DIS01965,Port Closure,Medium,4
DIS01966,Cyber Attack,Medium,28
DIS01967,Earthquake,Low,26
DIS01968,Cyber Attack,Low,65
DIS01969,Cyber Attack,Low,69
DIS01970,Port Closure,Medium,10
DIS01971,Cyber Attack,High,57
DIS01972,Port Closure,Low,6
DIS01973,Flood,Medium,15
DIS01974,Earthquake,Medium,7
DIS01975,Flood,Low,52
DIS01976,Flood,Medium,58
DIS01977,Cyber Attack,High,5
DIS01978,Cyber Attack,Medium,44
DIS01979,Port Closure,High,90
DIS01980,Port Closure,Low,59
DIS01981,Earthquake,High,90
DIS01982,Port Closure,Low,2
DIS01983,Cyber Attack,Low,59
DIS01984,Earthquake,Medium,47
DIS01985,Supplier Failure,Low,59
DIS01986,Cyber Attack,Low,48
DIS01987,Port Closure,Low,94
DIS01988,Port Closure,High,71
DIS01989,Flood,Medium,85
DIS01990,Cyber Attack,Low,66
DIS01991,Supplier Failure,Low,32
DIS01992,Port Closure,Low,46
DIS01993,Flood,Low,89
DIS01994,Flood,Medium,2
DIS01995,Earthquake,Medium,89
DIS01996,Port Closure,Medium,24
DIS01997,Flood,High,72
DIS01998,Earthquake,High,79
DIS01999,Cyber Attack,Medium,4
DIS02000,Cyber Attack,Low,48
DIS02001,Earthquake,High,39
DIS02002,Port Closure,Low,23
DIS02003,Earthquake,Low,38
DIS02004,Flood,Medium,85
DIS02005,Earthquake,High,48
DIS02006,Supplier Failure,Medium,70
DIS02007,Flood,Medium,17
DIS02008,Supplier Failure,High,86
DIS02009,Earthquake,Low,34
DIS02010,Port Closure,High,7
DIS02011,Earthquake,Medium,84
DIS02012,Cyber Attack,High,16
DIS02013,Port Closure,High,56
DIS02014,Supplier Failure,Low,5
DIS02015,Earthquake,Medium,74
DIS02016,Cyber Attack,Medium,87
DIS02017,Earthquake,Low,69
DIS02018,Flood,High,83
DIS02019,Earthquake,Low,15
DIS02020,Cyber Attack,High,41
DIS02021,Cyber Attack,Medium,89
DIS02022,Earthquake,Medium,94
DIS02023,Port Closure,Low,96
DIS02024,Port Closure,Medium,89
DIS02025,Cyber Attack,Low,13
DIS02026,Flood,High,79
DIS02027,Supplier Failure,Medium,32
DIS02028,Port Closure,High,62
DIS02029,Flood,Low,1
DIS02030,Supplier Failure,High,66
DIS02031,Earthquake,Medium,91
DIS02032,Supplier Failure,Low,85
DIS02033,Earthquake,Low,12
DIS02034,Earthquake,Medium,2
DIS02035,Earthquake,High,89
DIS02036,Port Closure,Low,64
DIS02037,Flood,Low,57
DIS02038,Cyber Attack,High,28
DIS02039,Earthquake,Low,32
DIS02040,Flood,High,30
DIS02041,Earthquake,High,49
DIS02042,Supplier Failure,High,1
DIS02043,Earthquake,Medium,35
DIS02044,Port Closure,High,100
DIS02045,Earthquake,High,77
DIS02046,Cyber Attack,Medium,58
DIS02047,Flood,Medium,31
DIS02048,Supplier Failure,High,36
DIS02049,Earthquake,Low,23
DIS02050,Port Closure,Low,93
DIS02051,Port Closure,Medium,73
DIS02052,Port Closure,Medium,23
DIS02053,Earthquake,Medium,32
DIS02054,Earthquake,Low,76
DIS02055,Earthquake,Low,53
DIS02056,Port Closure,Medium,92
DIS02057,Cyber Attack,High,96
DIS02058,Supplier Failure,High,84
DIS02059,Flood,Medium,97
DIS02060,Earthquake,Low,60
DIS02061,Cyber Attack,High,88
DIS02062,Port Closure,Low,36
DIS02063,Cyber Attack,High,94
DIS02064,Supplier Failure,High,81
DIS02065,Cyber Attack,Medium,39
DIS02066,Supplier Failure,Medium,94
DIS02067,Flood,Low,10
DIS02068,Earthquake,High,57
DIS02069,Port Closure,Medium,79
DIS02070,Supplier Failure,High,86
DIS02071,Port Closure,High,21
DIS02072,Flood,Low,85
DIS02073,Flood,Medium,24
DIS02074,Cyber Attack,Low,89
DIS02075,Port Closure,Low,44
DIS02076,Earthquake,High,92
DIS02077,Flood,High,20
DIS02078,Port Closure,Medium,52
DIS02079,Cyber Attack,High,60
DIS02080,Port Closure,Low,29
DIS02081,Supplier Failure,High,66
DIS02082,Cyber Attack,Low,99
DIS02083,Earthquake,Medium,83
DIS02084,Earthquake,Medium,75
DIS02085,Cyber Attack,High,50
DIS02086,Flood,High,59
DIS02087,Flood,High,7
DIS02088,Port Closure,High,43
DIS02089,Earthquake,Low,29
DIS02090,Flood,Medium,21
DIS02091,Flood,Low,44
DIS02092,Cyber Attack,High,100
DIS02093,Flood,Low,60
DIS02094,Supplier Failure,Low,62
DIS02095,Port Closure,Low,73
DIS02096,Flood,High,53
DIS02097,Cyber Attack,High,11
DIS02098,Cyber Attack,High,61
DIS02099,Earthquake,Medium,13
DIS02100,Earthquake,High,98
DIS02101,Flood,Medium,63
DIS02102,Cyber Attack,Low,76
DIS02103,Supplier Failure,High,30
DIS02104,Earthquake,Medium,88
DIS02105,Flood,Medium,10
DIS02106,Supplier Failure,Medium,11
DIS02107,Earthquake,Medium,84
DIS02108,Supplier Failure,Low,4
DIS02109,Flood,High,16
DIS02110,Flood,High,66
DIS02111,Cyber Attack,Medium,34
DIS02112,Earthquake,Low,98
DIS02113,Port Closure,Low,16
DIS02114,Port Closure,Medium,97
DIS02115,Port Closure,High,49
DIS02116,Port Closure,Low,40
DIS02117,Cyber Attack,Low,54
DIS02118,Earthquake,High,86
DIS02119,Supplier Failure,High,41
DIS02120,Earthquake,Medium,8
DIS02121,Earthquake,Low,17
DIS02122,Supplier Failure,High,24
DIS02123,Earthquake,Low,25
DIS02124,Supplier Failure,High,51
DIS02125,Port Closure,Low,36
DIS02126,Flood,Low,17
DIS02127,Supplier Failure,High,10
DIS02128,Flood,High,53
DIS02129,Port Closure,Low,16
DIS02130,Flood,High,22
DIS02131,Port Closure,Medium,99
DIS02132,Supplier Failure,Medium,30
DIS02133,Cyber Attack,Medium,38
DIS02134,Port Closure,Low,95
DIS02135,Flood,Medium,54
DIS02136,Flood,Medium,23
DIS02137,Flood,Low,7
DIS02138,Earthquake,Medium,87
DIS02139,Cyber Attack,Low,99
DIS02140,Supplier Failure,Low,37
DIS02141,Earthquake,Low,1
DIS02142,Supplier Failure,High,66
DIS02143,Supplier Failure,High,75
DIS02144,Earthquake,High,20
DIS02145,Cyber Attack,Low,66
DIS02146,Cyber Attack,Medium,78
DIS02147,Cyber Attack,Low,53
DIS02148,Port Closure,High,24
DIS02149,Port Closure,Medium,62
DIS02150,Supplier Failure,Low,23
DIS02151,Cyber Attack,Low,72
DIS02152,Flood,High,10
DIS02153,Port Closure,Medium,82
DIS02154,Flood,Low,20
DIS02155,Supplier Failure,High,43
DIS02156,Supplier Failure,Low,47
DIS02157,Cyber Attack,Low,93
DIS02158,Port Closure,Medium,24
DIS02159,Supplier Failure,High,6
DIS02160,Port Closure,Medium,87
DIS02161,Cyber Attack,Medium,52
DIS02162,Supplier Failure,Low,64
DIS02163,Supplier Failure,Low,20
DIS02164,Supplier Failure,Low,98
DIS02165,Earthquake,Low,77
DIS02166,Supplier Failure,Medium,63
DIS02167,Flood,Low,91
DIS02168,Cyber Attack,High,100
DIS02169,Port Closure,Low,36
DIS02170,Cyber Attack,Low,77
DIS02171,Supplier Failure,High,38
DIS02172,Port Closure,High,94
DIS02173,Port Closure,High,100
DIS02174,Supplier Failure,Low,47
DIS02175,Cyber Attack,Medium,84
DIS02176,Cyber Attack,Low,45
DIS02177,Flood,Medium,86
DIS02178,Earthquake,High,14
DIS02179,Earthquake,High,45
DIS02180,Supplier Failure,Low,62
DIS02181,Supplier Failure,Low,9
DIS02182,Flood,Low,19
DIS02183,Flood,Low,26
DIS02184,Supplier Failure,High,100
DIS02185,Port Closure,Medium,42
DIS02186,Cyber Attack,Medium,9
DIS02187,Supplier Failure,Medium,31
DIS02188,Earthquake,High,30
DIS02189,Earthquake,Low,91
DIS02190,Port Closure,High,2
DIS02191,Earthquake,High,52
DIS02192,Flood,Low,42
DIS02193,Earthquake,Medium,63
DIS02194,Cyber Attack,High,32
DIS02195,Cyber Attack,Low,43
DIS02196,Port Closure,Low,15
DIS02197,Supplier Failure,Low,23
DIS02198,Flood,Medium,96
DIS02199,Flood,High,57
DIS02200,Supplier Failure,Medium,60
DIS02201,Cyber Attack,Medium,19
DIS02202,Earthquake,Low,37
DIS02203,Flood,High,49
DIS02204,Earthquake,Medium,29
DIS02205,Earthquake,Medium,26
DIS02206,Cyber Attack,Low,39
DIS02207,Supplier Failure,Medium,94
DIS02208,Flood,Low,37
DIS02209,Cyber Attack,Medium,83
DIS02210,Cyber Attack,High,37
DIS02211,Supplier Failure,High,64
DIS02212,Flood,Medium,46
DIS02213,Cyber Attack,High,97
DIS02214,Port Closure,High,91
DIS02215,Supplier Failure,Medium,87
DIS02216,Flood,Medium,16
DIS02217,Cyber Attack,Low,39
DIS02218,Port Closure,High,8
DIS02219,Port Closure,Medium,94
DIS02220,Port Closure,Medium,82
DIS02221,Supplier Failure,High,75
DIS02222,Cyber Attack,High,86
DIS02223,Port Closure,High,28
DIS02224,Supplier Failure,Low,84
DIS02225,Earthquake,Low,46
DIS02226,Earthquake,High,14
DIS02227,Flood,Low,2
DIS02228,Port Closure,Low,6
DIS02229,Cyber Attack,High,45
DIS02230,Port Closure,Low,38
DIS02231,Flood,Medium,66
DIS02232,Supplier Failure,Low,59
DIS02233,Supplier Failure,High,45
DIS02234,Flood,High,33
DIS02235,Port Closure,Low,59
DIS02236,Cyber Attack,Low,61
DIS02237,Supplier Failure,Medium,95
DIS02238,Port Closure,Low,72
DIS02239,Cyber Attack,High,99
DIS02240,Port Closure,High,44
DIS02241,Flood,High,45
DIS02242,Cyber Attack,Medium,17
DIS02243,Supplier Failure,Medium,85
DIS02244,Earthquake,Low,18
DIS02245,Earthquake,Low,6
DIS02246,Supplier Failure,Low,59
DIS02247,Port Closure,Low,55
DIS02248,Earthquake,High,40
DIS02249,Port Closure,High,27
DIS02250,Port Closure,High,25
DIS02251,Flood,High,82
DIS02252,Cyber Attack,Medium,60
DIS02253,Cyber Attack,Medium,56
DIS02254,Flood,Medium,18
DIS02255,Supplier Failure,High,55
DIS02256,Port Closure,High,32
DIS02257,Earthquake,High,65
DIS02258,Earthquake,High,48
DIS02259,Port Closure,Low,57
DIS02260,Cyber Attack,Medium,62
DIS02261,Flood,High,56
DIS02262,Supplier Failure,High,3
DIS02263,Cyber Attack,Medium,11
DIS02264,Supplier Failure,Medium,64
DIS02265,Port Closure,Low,8
DIS02266,Cyber Attack,Low,56
DIS02267,Flood,High,14
DIS02268,Supplier Failure,Low,3
DIS02269,Supplier Failure,Low,21
DIS02270,Cyber Attack,Medium,85
DIS02271,Port Closure,Low,68
DIS02272,Flood,Medium,30
DIS02273,Flood,High,3
DIS02274,Supplier Failure,Low,79
DIS02275,Supplier Failure,High,64
DIS02276,Port Closure,Medium,9
DIS02277,Flood,High,3
DIS02278,Port Closure,Low,96
DIS02279,Earthquake,Low,36
DIS02280,Earthquake,Medium,47
DIS02281,Flood,High,13
DIS02282,Port Closure,Low,12
DIS02283,Supplier Failure,Low,40
DIS02284,Earthquake,High,97
DIS02285,Flood,Medium,50
DIS02286,Port Closure,High,71
DIS02287,Earthquake,High,5
DIS02288,Port Closure,Low,22
DIS02289,Cyber Attack,Low,50
DIS02290,Flood,High,14
DIS02291,Port Closure,Low,83
DIS02292,Flood,Medium,74
DIS02293,Supplier Failure,High,59
DIS02294,Flood,Low,80
DIS02295,Supplier Failure,Medium,75
DIS02296,Supplier Failure,High,68
DIS02297,Earthquake,Medium,25
DIS02298,Earthquake,High,45
DIS02299,Port Closure,Low,55
DIS02300,Earthquake,Low,23
DIS02301,Port Closure,High,64
DIS02302,Supplier Failure,Medium,95
DIS02303,Earthquake,Low,56
DIS02304,Earthquake,Low,77
DIS02305,Supplier Failure,High,29
DIS02306,Supplier Failure,Medium,60
DIS02307,Supplier Failure,Medium,64
DIS02308,Supplier Failure,Low,47
DIS02309,Port Closure,High,62
DIS02310,Flood,Low,49
DIS02311,Cyber Attack,Low,75
DIS02312,Port Closure,Low,48
DIS02313,Flood,High,31
DIS02314,Cyber Attack,Medium,8
DIS02315,Flood,High,66
DIS02316,Earthquake,Low,69
DIS02317,Flood,High,33
DIS02318,Earthquake,Medium,70
DIS02319,Port Closure,Medium,25
DIS02320,Supplier Failure,High,61
DIS02321,Earthquake,Medium,43
DIS02322,Earthquake,High,9
DIS02323,Flood,Low,48
DIS02324,Flood,High,33
DIS02325,Port Closure,Low,43
DIS02326,Earthquake,High,45
DIS02327,Cyber Attack,High,25
DIS02328,Earthquake,Low,65
DIS02329,Port Closure,Low,55
DIS02330,Earthquake,Medium,96
DIS02331,Port Closure,Low,92
DIS02332,Supplier Failure,High,9
DIS02333,Earthquake,Medium,43
DIS02334,Cyber Attack,Medium,73
DIS02335,Earthquake,Low,92
DIS02336,Port Closure,High,46
DIS02337,Port Closure,High,82
DIS02338,Flood,Low,76
DIS02339,Port Closure,High,38
DIS02340,Flood,Low,76
DIS02341,Supplier Failure,High,6
DIS02342,Earthquake,Medium,21
DIS02343,Port Closure,High,21
DIS02344,Port Closure,Medium,41
DIS02345,Port Closure,Medium,54
DIS02346,Cyber Attack,Medium,70
DIS02347,Flood,High,99
DIS02348,Earthquake,Medium,29
DIS02349,Earthquake,High,79
DIS02350,Flood,High,66
DIS02351,Flood,Medium,39
DIS02352,Supplier Failure,High,27
DIS02353,Port Closure,Low,59
DIS02354,Flood,High,18
DIS02355,Supplier Failure,Medium,23
DIS02356,Flood,Medium,39
DIS02357,Cyber Attack,High,81
DIS02358,Flood,Medium,21
DIS02359,Cyber Attack,Low,32
DIS02360,Port Closure,High,100
DIS02361,Earthquake,Medium,53
DIS02362,Port Closure,Low,45
DIS02363,Flood,High,84
DIS02364,Supplier Failure,Medium,55
DIS02365,Supplier Failure,Medium,11
DIS02366,Flood,Low,53
DIS02367,Flood,High,59
DIS02368,Supplier Failure,High,5
DIS02369,Flood,Low,8
DIS02370,Cyber Attack,Low,90
DIS02371,Supplier Failure,High,57
DIS02372,Flood,Medium,22
DIS02373,Cyber Attack,Medium,50
DIS02374,Flood,Low,35
DIS02375,Earthquake,Low,39
DIS02376,Flood,High,29
DIS02377,Supplier Failure,Low,90
DIS02378,Cyber Attack,High,16
DIS02379,Cyber Attack,Low,21
DIS02380,Earthquake,Medium,88
DIS02381,Flood,High,36
DIS02382,Supplier Failure,Medium,24
DIS02383,Cyber Attack,Medium,68
DIS02384,Port Closure,Low,67
DIS02385,Earthquake,Medium,69
DIS02386,Port Closure,Medium,12
DIS02387,Port Closure,Medium,19
DIS02388,Flood,Medium,13
DIS02389,Cyber Attack,High,78
DIS02390,Supplier Failure,Low,5
DIS02391,Cyber Attack,High,99
DIS02392,Flood,Low,36
DIS02393,Flood,High,67
DIS02394,Supplier Failure,Low,89
DIS02395,Cyber Attack,Medium,2
DIS02396,Flood,Low,43
DIS02397,Flood,Medium,78
DIS02398,Supplier Failure,Medium,70
DIS02399,Port Closure,Medium,81
DIS02400,Cyber Attack,High,100
DIS02401,Cyber Attack,Medium,59
DIS02402,Cyber Attack,Medium,74
DIS02403,Cyber Attack,Medium,33
DIS02404,Supplier Failure,Low,98
