supplier_id,name,country,risk_score
SUP02504,Simmons-Williams,India,100
SUP02505,Friedman Inc,Germany,86
SUP02506,Williams-Contreras,India,47
SUP02507,"Moses, Newman and Barton",India,15
SUP02508,"Logan, Carter and Patterson",Singapore,17
SUP02509,Palmer-Williams,China,32
SUP02510,"Gonzalez, Page and Gibson",India,23
SUP02511,Torres-Smith,Japan,21
SUP02512,Ramos-Williamson,UK,42
SUP02513,"Wilson, Casey and Moody",Japan,57
SUP02514,Hamilton-Brown,Germany,58
SUP02515,"Glenn, Ramos and Wilson",Japan,14
SUP02516,Jennings-Dudley,India,44
SUP02517,"Wilson, Peterson and Padilla",Germany,96
SUP02518,Lawson-Alvarado,Japan,26
SUP02519,Owen-Maldonado,China,30
SUP02520,Young Group,Japan,27
SUP02521,"Dixon, Ballard and Lee",USA,64
SUP02522,Price Group,UK,71
SUP02523,Banks LLC,USA,37
SUP02524,Wilson-Hoffman,Japan,84
SUP02525,Jordan-Reed,UK,3
SUP02526,Barnes LLC,USA,3
SUP02527,Allen-Carter,Singapore,25
SUP02528,Wright-Obrien,Japan,8
SUP02529,Mcclain Inc,China,75
SUP02530,Gregory PLC,UK,16
SUP02531,"Morton, Conner and Mcdowell",Singapore,44
SUP02532,Gonzalez-Fields,USA,67
SUP02533,"Boyd, Norman and Baker",USA,98
SUP02534,Reese PLC,Germany,52
SUP02535,Roberson-Dunn,Germany,85
SUP02536,Soto-Gray,China,23
SUP02537,"Pitts, Stephenson and Boyd",Japan,54
SUP02538,Love-Stone,USA,41
SUP02539,Nelson Inc,Japan,64
SUP02540,Daugherty-Huffman,India,57
SUP02541,Phillips-Webb,China,65
SUP02542,"Burton, Perry and Marshall",UK,33
SUP02543,Hatfield-Miller,Germany,54
SUP02544,Murphy Group,UK,45
SUP02545,Miranda Group,China,88
SUP02546,"Fitzpatrick, Combs and Payne",UK,80
SUP02547,"Galvan, Petersen and Bright",India,4
SUP02548,Khan-Simmons,Japan,81
SUP02549,Rivera and Sons,India,18
SUP02550,Glover Group,Germany,10
SUP02551,"Graves, Martinez and Reyes",China,61
SUP02552,Davis Group,India,16
SUP02553,Shannon Inc,USA,40
SUP02554,"Potter, Smith and Willis",Japan,72
SUP02555,Cook and Sons,Japan,7
SUP02556,Boyle Inc,China,43
SUP02557,"Hurley, Grant and Martinez",USA,13
SUP02558,Baldwin Group,India,36
SUP02559,Webb-Harris,Japan,100
SUP02560,"Scott, Miller and Davis",USA,92
SUP02561,Wright Group,India,3
SUP02562,Rogers Ltd,China,73
SUP02563,Tran and Sons,Japan,96
SUP02564,Nelson-May,Germany,58
SUP02565,"Delgado, Nunez and Gibbs",Germany,21
SUP02566,Gonzalez-Russell,USA,25
SUP02567,Kelley-Howell,Singapore,72
SUP02568,"Hall, Werner and Page",China,7
SUP02569,Fuller-Wells,India,100
SUP02570,Hardy-Mccann,Germany,26
SUP02571,Ortiz-Anderson,USA,35
SUP02572,Barry PLC,Japan,34
SUP02573,Fernandez Inc,UK,40
SUP02574,Turner-Gonzalez,UK,44
SUP02575,Santiago-Harris,India,28
SUP02576,Hardy Group,Japan,29
SUP02577,Bates Inc,India,70
SUP02578,Perez-Fischer,China,10
SUP02579,"Jones, Rocha and Yoder",China,89
SUP02580,"James, Bell and Soto",UK,70
SUP02581,Lambert-Welch,UK,76
SUP02582,Downs LLC,Singapore,77
SUP02583,Silva Ltd,UK,62
SUP02584,Arias-Hess,UK,80
SUP02585,Nelson-Dean,UK,33
SUP02586,Hudson LLC,Germany,15
SUP02587,"Brown, Cannon and Parker",India,64
SUP02588,Lopez LLC,China,27
SUP02589,Castro-Simmons,Germany,13
SUP02590,Vasquez Ltd,USA,47
SUP02591,Martin Ltd,Germany,84
SUP02592,"Villegas, Cisneros and Bates",UK,5
SUP02593,Nguyen Ltd,UK,82
SUP02594,"Mendez, Trevino and Torres",UK,71
SUP02595,"Cox, Underwood and Smith",India,9
SUP02596,Davis-Hansen,India,78
SUP02597,Townsend-Taylor,Singapore,35
SUP02598,"Duncan, Vang and Carlson",India,43
SUP02599,Burke-Palmer,Singapore,77
SUP02600,"Greer, Russell and Patterson",USA,54
SUP02601,Gross-Cohen,Japan,14
SUP02602,Jones Group,UK,33
SUP02603,Thomas LLC,Japan,38
SUP02604,Phillips Ltd,India,92
SUP02605,"Moore, Wilson and Grimes",China,58
SUP02606,Mcdaniel and Sons,Japan,69
SUP02607,Jones Ltd,USA,53
SUP02608,"Williams, Hart and Lopez",India,72
SUP02609,Edwards Inc,Singapore,31
SUP02610,Allen-Williams,Singapore,2
SUP02611,"Mccarthy, Guerrero and Walker",Japan,48
SUP02612,Wallace-Cabrera,Singapore,57
SUP02613,Russell-Proctor,Germany,1
SUP02614,"Sherman, Kelly and West",UK,65
SUP02615,Oneill-Armstrong,Germany,3
SUP02616,Wong-Brown,USA,46
SUP02617,Morgan-Rogers,Germany,68
SUP02618,Larsen PLC,India,51
SUP02619,Flores-Mcbride,Germany,30
SUP02620,Leblanc and Sons,Singapore,47
SUP02621,Dodson-Brown,UK,75
SUP02622,"Morgan, Morrow and Long",UK,63
SUP02623,Blair Ltd,Germany,72
SUP02624,Johnson-Jones,USA,71
SUP02625,"Alexander, Cardenas and Smith",Singapore,75
SUP02626,"Dixon, Powers and Cooper",China,38
SUP02627,Khan-Cardenas,Singapore,75
SUP02628,Turner Inc,Japan,19
SUP02629,King-Matthews,Japan,38
SUP02630,Montgomery-Fletcher,China,35
SUP02631,"Fuentes, Wright and Murray",Japan,22
SUP02632,Hamilton Inc,India,67
SUP02633,"Hall, Chen and Kim",USA,45
SUP02634,Roberts Ltd,India,58
SUP02635,"Bell, Henry and Chaney",USA,27
SUP02636,"Luna, Valenzuela and Lewis",Germany,99
SUP02637,Mcdonald-Medina,UK,35
SUP02638,Flores Inc,Japan,85
SUP02639,Thompson-Gutierrez,USA,22
SUP02640,Flores Ltd,USA,51
SUP02641,Hernandez Ltd,USA,24
SUP02642,Mcclure Ltd,UK,61
SUP02643,Andersen-Ramirez,UK,71
SUP02644,Rivera-Ritter,UK,98
SUP02645,Bennett PLC,UK,58
SUP02646,Obrien Inc,Singapore,85
SUP02647,Wagner-Mcdonald,Singapore,79
SUP02648,Daugherty PLC,India,1
SUP02649,"Anderson, Young and Davis",Germany,56
SUP02650,Reynolds-Wright,India,11
SUP02651,Griffin and Sons,China,25
SUP02652,"Campbell, Mccormick and Montgomery",China,34
SUP02653,Hayes-Davis,USA,9
SUP02654,"Parker, Shaffer and Valdez",Germany,40
SUP02655,"Avila, Ward and Good",Singapore,4
SUP02656,Brown Ltd,USA,64
SUP02657,Smith Inc,China,62
SUP02658,Holloway-Taylor,Singapore,42
SUP02659,"Ramirez, Garcia and Anderson",India,42
SUP02660,Rodriguez PLC,USA,87
SUP02661,Martin-White,UK,99
SUP02662,Coleman and Sons,USA,64
SUP02663,Wright Inc,UK,83
SUP02664,Campbell and Sons,Japan,9
SUP02665,Thomas Ltd,UK,90
SUP02666,Baker-Parker,Germany,64
SUP02667,Morse and Sons,India,97
SUP02668,"Gay, Bush and Cobb",Germany,9
SUP02669,Williams-Patel,Germany,35
SUP02670,"Berry, Brown and Martinez",Japan,50
SUP02671,"Pennington, Eaton and Fields",USA,20
SUP02672,Williams Group,China,40
SUP02673,"Salazar, Schmidt and Jones",USA,33
SUP02674,Blair-Young,Japan,19
SUP02675,"Mason, Harris and Smith",USA,6
SUP02676,Robertson PLC,Germany,100
SUP02677,Cline-Mcpherson,Singapore,21
SUP02678,Brown-Brown,USA,86
SUP02679,"Joseph, Harris and Price",China,99
SUP02680,Owens-Bennett,Japan,26
SUP02681,"Brown, Miles and Foster",Germany,57
SUP02682,Moss-White,Singapore,4
SUP02683,Nguyen Group,China,79
SUP02684,Lewis Ltd,China,49
SUP02685,Garcia Group,India,32
SUP02686,Donaldson-Gomez,Singapore,58
SUP02687,Watson LLC,China,63
SUP02688,Holland-Smith,USA,74
SUP02689,Wood-Cole,India,18
SUP02690,Shelton Ltd,Singapore,29
SUP02691,Kelly-Stone,Japan,96
SUP02692,"Rios, Goodman and Franklin",Germany,100
SUP02693,Rodriguez-Bryant,Germany,8
SUP02694,"Davis, Wall and Green",UK,60
SUP02695,"Sanchez, Sullivan and Brown",Japan,50
SUP02696,Henderson-Wu,Japan,83
SUP02697,"Paul, Gibson and Brown",Singapore,79
SUP02698,Martin-Brown,Singapore,41
SUP02699,Jones Inc,USA,17
SUP02700,Chavez PLC,Japan,56
SUP02701,Manning Inc,India,43
SUP02702,"Quinn, Garner and Ward",Japan,70
SUP02703,Davis-Goodwin,China,64
SUP02704,Vargas-Fuller,USA,44
SUP02705,Hodges-Clark,Singapore,45
SUP02706,Castro Group,Germany,17
SUP02707,Austin and Sons,USA,68
SUP02708,Shepard-Mason,Japan,78
SUP02709,"Donaldson, Anderson and Pena",China,12
SUP02710,Love-James,China,51
SUP02711,Castro PLC,Japan,18
SUP02712,"Fowler, Williamson and Smith",Singapore,2
SUP02713,"Jackson, Clark and Turner",Germany,97
SUP02714,Powell LLC,Japan,67
SUP02715,Perez Group,India,46
SUP02716,"Sanchez, Roberts and Smith",Singapore,27
SUP02717,Clark Group,Germany,58
SUP02718,Martinez-Ward,China,86
SUP02719,Barnes-Holloway,Germany,81
SUP02720,Walker Group,USA,99
SUP02721,"Wright, Cruz and Clayton",Singapore,1
SUP02722,Camacho and Sons,Germany,78
SUP02723,"Smith, Duncan and Finley",Japan,90
SUP02724,"Gray, Rodriguez and Palmer",Singapore,38
SUP02725,Davies PLC,China,33
SUP02726,"Meyers, Cooke and Martin",Singapore,7
SUP02727,"Wilson, Arias and Campbell",Japan,16
SUP02728,Smith Group,UK,48
SUP02729,"Chavez, Larsen and Tate",Japan,4
SUP02730,Mason Ltd,India,49
SUP02731,Watts PLC,Singapore,27
SUP02732,"Cole, Anderson and Wilson",Japan,88
SUP02733,"Rodriguez, Morales and Blackwell",USA,27
SUP02734,Morris Inc,Japan,40
SUP02735,Johnson Inc,Singapore,15
SUP02736,"Roberson, Greene and Lewis",China,8
SUP02737,"Sullivan, Huber and Thomas",India,80
SUP02738,Jones-Baker,USA,61
SUP02739,Scott and Sons,China,47
SUP02740,Walker-Hernandez,Japan,98
SUP02741,Taylor Group,Japan,19
SUP02742,Elliott and Sons,USA,15
SUP02743,Sanchez-Savage,China,29
SUP02744,"Phillips, Davis and Johnson",UK,93
SUP02745,Olson Group,Singapore,45
SUP02746,Nichols-Shepherd,Japan,49
SUP02747,"Dixon, Jensen and Sweeney",Japan,5
SUP02748,Hull-Mccarthy,China,29
SUP02749,Ruiz Ltd,Singapore,46
SUP02750,"Mathis, Davis and Jensen",Germany,6
SUP02751,"Molina, Smith and Jones",USA,55
SUP02752,Moore PLC,India,90
SUP02753,Hoffman-Valencia,Japan,39
SUP02754,Yang Group,UK,13
SUP02755,"Kelley, Franco and Soto",Singapore,4
SUP02756,"Rodriguez, Ramirez and Melendez",Japan,82
SUP02757,Hart-Ruiz,Germany,2
SUP02758,Monroe Inc,Japan,73
SUP02759,Thompson-Lane,USA,27
SUP02760,"Pittman, Romero and Nguyen",USA,54
SUP02761,Hall-Brown,China,54
SUP02762,"Erickson, Munoz and Oneill",Singapore,77
SUP02763,Mendoza-Jackson,Germany,15
SUP02764,"Young, Castro and Garcia",USA,68
SUP02765,Allen LLC,Singapore,24
SUP02766,Black PLC,Japan,48
SUP02767,Brown-Shepherd,Germany,32
SUP02768,"Cline, Orr and Holmes",India,89
SUP02769,"Holden, Perez and Todd",Japan,64
SUP02770,Romero Ltd,Singapore,72
SUP02771,Wolf-Gentry,Germany,15
SUP02772,Gaines-Hart,India,100
SUP02773,Carter-Summers,Germany,87
SUP02774,"Griffin, Turner and Luna",Japan,8
SUP02775,Duke Group,UK,27
SUP02776,"Adams, Mora and Hahn",USA,72
SUP02777,Harper-Smith,China,46
SUP02778,"Weaver, Allen and Carroll",Singapore,49
SUP02779,"Knight, Taylor and Ellis",Singapore,38
SUP02780,"Jordan, Foster and Brown",India,17
SUP02781,"Schmidt, Rodriguez and Anderson",Singapore,5
SUP02782,Andrade-Best,Germany,53
SUP02783,Hunt-Vasquez,China,68
SUP02784,Peterson-Maxwell,USA,59
SUP02785,Jackson-Kane,India,29
SUP02786,Dixon Group,UK,9
SUP02787,Massey Group,India,42
SUP02788,Fitzpatrick-Montgomery,UK,52
SUP02789,Jones-Jackson,USA,90
SUP02790,Rivera-Sutton,UK,6
SUP02791,Davis PLC,India,70
SUP02792,"Smith, Cunningham and Zavala",Singapore,21
SUP02793,"Robinson, Perkins and Thompson",India,11
SUP02794,Prince-Flowers,Singapore,28
SUP02795,Young Group,UK,51
SUP02796,Garner PLC,UK,88
SUP02797,Orozco-Blevins,USA,68
SUP02798,Murillo PLC,India,61
SUP02799,Young-Williams,UK,50
SUP02800,"Bennett, Fritz and Reynolds",India,77
SUP02801,"Lynch, Myers and Taylor",India,6
SUP02802,"Hamilton, Guerrero and White",China,99
SUP02803,"Mcdonald, Sheppard and Parker",India,71
SUP02804,Underwood-Lloyd,Singapore,52
SUP02805,Washington-Chapman,Japan,46
SUP02806,"Tate, Hoover and Lopez",UK,83
SUP02807,Roberts-Moore,Japan,80
SUP02808,Rodriguez Ltd,Japan,21
SUP02809,Atkinson-Avila,USA,5
SUP02810,Taylor-Hernandez,USA,91
SUP02811,"Jackson, Aguilar and Lopez",China,61
SUP02812,Holmes-Pierce,China,17
SUP02813,"Craig, Ponce and Clark",Germany,12
SUP02814,Williams PLC,India,12
SUP02815,"Sutton, Delgado and Landry",China,80
SUP02816,Turner LLC,India,22
SUP02817,Clark Inc,China,54
SUP02818,Johnson and Sons,UK,41
SUP02819,"Wallace, Bryant and Matthews",Japan,49
SUP02820,Harris-Deleon,India,59
SUP02821,"Taylor, Hansen and Hernandez",China,81
SUP02822,Hamilton LLC,India,51
SUP02823,"Johnson, Wilkins and Parsons",China,90
SUP02824,"Hayden, Ramos and Soto",Singapore,31
SUP02825,Randall and Sons,China,77
SUP02826,Stewart Ltd,Singapore,52
SUP02827,Martinez Inc,UK,75
SUP02828,Erickson Ltd,Germany,58
SUP02829,Sosa LLC,Japan,27
SUP02830,"Black, Murphy and Morrison",UK,19
SUP02831,"Berry, Davis and Tran",China,6
SUP02832,Anderson Ltd,Singapore,75
SUP02833,"Hoffman, Mills and Hamilton",UK,77
SUP02834,"Jordan, Jones and Harris",China,4
SUP02835,Williams Inc,Germany,58
SUP02836,Taylor-Arnold,UK,4
SUP02837,George-Lewis,Singapore,45
SUP02838,Mathews-Rodriguez,Japan,91
SUP02839,Diaz-Blake,Germany,43
SUP02840,"Bell, Fischer and Horton",China,91
SUP02841,Bailey-Smith,China,96
SUP02842,Gonzales LLC,India,36
SUP02843,"Torres, Sullivan and Williamson",UK,26
SUP02844,Carey PLC,Japan,41
SUP02845,"Cabrera, Miller and Morris",China,27
SUP02846,Banks Ltd,Singapore,55
SUP02847,Carey PLC,Germany,2
SUP02848,Thomas-Clark,Germany,100
SUP02849,Rodriguez LLC,India,40
SUP02850,"Mccormick, Stewart and Roberts",Japan,11
SUP02851,Jones Inc,India,17
SUP02852,Jackson PLC,India,73
SUP02853,"Turner, Tyler and Higgins",China,75
SUP02854,Love Ltd,Japan,60
SUP02855,"Dunlap, Anthony and Grant",USA,88
SUP02856,Golden-Diaz,Germany,19
SUP02857,Johnson Ltd,USA,73
SUP02858,"Miller, Allen and Richardson",USA,37
SUP02859,"Williamson, Conrad and Byrd",UK,53
SUP02860,"Preston, Hill and Nelson",Singapore,34
SUP02861,"Neal, Garcia and Nguyen",USA,25
SUP02862,Fisher Ltd,USA,29
SUP02863,"Khan, Navarro and Hernandez",USA,44
SUP02864,Saunders Ltd,Singapore,60
SUP02865,"Ball, Whitehead and Adams",China,3
SUP02866,Swanson Inc,Singapore,87
SUP02867,Gibson LLC,USA,26
SUP02868,Patel PLC,China,7
SUP02869,Watts PLC,China,52
SUP02870,Rodriguez-Contreras,Singapore,94
SUP02871,Knight-Mitchell,Japan,49
SUP02872,"Maldonado, Miller and Pena",Japan,2
SUP02873,Charles-Ruiz,USA,30
SUP02874,Mitchell-Ramirez,Japan,53
SUP02875,Macias-Lucas,USA,42
SUP02876,Sosa and Sons,Singapore,56
SUP02877,Allen Group,UK,53
SUP02878,Howard-Estrada,Japan,70
SUP02879,Arnold-Reilly,China,19
SUP02880,Riley-Warner,Singapore,40
SUP02881,"Johnson, Serrano and Suarez",Japan,34
SUP02882,Page-Garcia,USA,28
SUP02883,"Haynes, Wilson and Evans",USA,41
SUP02884,Johnson-Shepherd,USA,52
SUP02885,Nichols-Kim,UK,94
SUP02886,"Nolan, Rodriguez and Parker",UK,57
SUP02887,Burton Inc,India,64
SUP02888,"Ho, Ewing and Tapia",Singapore,98
SUP02889,Owens Group,UK,13
SUP02890,Conley-Murillo,China,56
SUP02891,Rodriguez Group,UK,17
SUP02892,Carr-Mcdonald,China,5
SUP02893,Rosario-Shannon,India,7
SUP02894,"Freeman, Willis and Jackson",China,24
SUP02895,Turner-Harmon,UK,84
SUP02896,Miller-Mckinney,USA,55
SUP02897,Keller Ltd,USA,78
SUP02898,Johnson Inc,Japan,48
SUP02899,Woods-Carroll,USA,20
SUP02900,"Anderson, King and Hernandez",Germany,47
SUP02901,Craig PLC,China,61
SUP02902,"Davies, Weaver and Wilson",Japan,56
SUP02903,Shaffer-King,USA,90
SUP02904,"Clark, Miller and Gibson",Germany,44
SUP02905,"Nelson, Werner and Perez",Germany,54
SUP02906,"Johnson, Rodriguez and Dunn",China,55
SUP02907,Lane-Moore,Singapore,24
SUP02908,"Castaneda, Reese and Webb",Japan,69
SUP02909,Carroll-Johnson,India,29
SUP02910,Watkins Inc,India,76
SUP02911,Garcia PLC,Japan,55
SUP02912,Gomez Group,Singapore,36
SUP02913,Mullins and Sons,China,92
SUP02914,"Hernandez, Maxwell and Martinez",Japan,65
SUP02915,Wood and Sons,China,33
SUP02916,Strickland and Sons,Japan,94
SUP02917,Rice-Dickerson,Japan,59
SUP02918,Martin LLC,UK,28
SUP02919,"Reid, Baird and Johnson",UK,52
SUP02920,"Bennett, Gonzalez and Gonzalez",Germany,93
SUP02921,Cruz-Munoz,Germany,64
SUP02922,"Campbell, Bailey and Johnson",Singapore,2
SUP02923,Marshall Ltd,Germany,55
SUP02924,Bauer-Brown,USA,46
SUP02925,"Randall, Matthews and Johnson",Germany,11
SUP02926,"Miller, Myers and Williams",China,91
SUP02927,Hull Group,Singapore,24
SUP02928,Diaz-Rivers,UK,11
SUP02929,Estrada and Sons,India,59
SUP02930,Lyons-Price,Singapore,21
SUP02931,Burke Group,India,40
SUP02932,Schaefer-Gibson,India,90
SUP02933,Knight-Morgan,USA,62
SUP02934,"Banks, Thomas and Pope",Singapore,99
SUP02935,Parsons-Jones,India,11
SUP02936,Hernandez PLC,China,84
SUP02937,"Beasley, Burgess and Cardenas",Germany,4
SUP02938,"Sexton, Romero and Herman",Singapore,15
SUP02939,"Becker, Carson and Moyer",Japan,93
SUP02940,Logan LLC,Singapore,38
SUP02941,Salinas-Riddle,USA,44
SUP02942,"Lewis, Benjamin and Reeves",USA,30
SUP02943,Barrett-Duncan,Japan,100
SUP02944,"York, Decker and Foster",Germany,72
SUP02945,Briggs-Cummings,Singapore,30
SUP02946,"Baker, Barnett and Olson",USA,54
SUP02947,Jarvis Group,Germany,77
SUP02948,Lucas-Calderon,UK,44
SUP02949,"Lopez, Smith and Jordan",Japan,19
SUP02950,Mcdaniel-Knox,Japan,76
SUP02951,Benson-Kim,Japan,77
SUP02952,Smith Inc,Germany,47
SUP02953,"Lee, Horton and Smith",Japan,60
SUP02954,"Fisher, Ortiz and Morris",Singapore,10
SUP02955,"Kirby, Monroe and Miles",USA,35
SUP02956,Young LLC,India,63
SUP02957,"Eaton, Higgins and Cole",Japan,71
SUP02958,"Stark, Rivera and Walls",UK,77
SUP02959,"Weber, Kelly and Johnson",India,66
SUP02960,"Marquez, Reese and Wright",USA,91
SUP02961,Schultz-Peterson,Singapore,70
SUP02962,"Mitchell, Sanchez and Waller",Singapore,80
SUP02963,"Ingram, Hill and Wright",India,41
SUP02964,Washington-Taylor,UK,53
SUP02965,"Miller, Oconnell and Brennan",UK,13
SUP02966,Serrano LLC,Germany,96
SUP02967,Richardson-Young,USA,87
SUP02968,Webster LLC,Japan,77
SUP02969,Weaver-Chandler,UK,65
SUP02970,"Morgan, Murray and Edwards",India,53
SUP02971,"Anderson, Jones and Evans",China,98
SUP02972,Garrett-Dillon,China,33
SUP02973,Calhoun Ltd,China,35
SUP02974,Herman-Bolton,Japan,8
SUP02975,Henry Inc,USA,6
SUP02976,"Gomez, Benson and Saunders",India,10
SUP02977,"Morris, Clark and Parrish",UK,7
SUP02978,Moon-Callahan,Germany,3
SUP02979,"Buchanan, Bailey and Martin",Germany,16
SUP02980,Anderson-Rodriguez,India,48
SUP02981,Mccarthy-Hernandez,India,30
SUP02982,Miller Inc,Singapore,46
SUP02983,"Allen, Wu and Andrade",UK,79
SUP02984,Mendez-Ritter,UK,3
SUP02985,Townsend-Baxter,Germany,4
SUP02986,Scott-Hawkins,UK,18
SUP02987,"Spencer, Soto and Perry",UK,37
SUP02988,Dawson-Adams,India,47
SUP02989,Hickman-Howard,India,39
SUP02990,Thomas-Morales,China,54
SUP02991,Harris-Griffin,UK,23
SUP02992,Chavez-Petersen,India,65
SUP02993,Guzman-Bright,UK,79
SUP02994,Ramos-Larsen,India,9
SUP02995,Stevens Inc,Japan,52
SUP02996,"Gray, Skinner and Young",China,30
SUP02997,Turner-Cooley,Germany,27
SUP02998,"Patrick, Jones and Smith",USA,58
SUP02999,Fernandez-Fuller,USA,69
SUP03000,Banks-Strickland,Singapore,44
SUP03001,"Woods, Larson and Bell",UK,22
SUP03002,Liu LLC,China,46
SUP03003,"Grant, Cruz and Black",UK,56
SUP03004,"Woods, Duarte and Valdez",USA,35
SUP03005,Villarreal-Oliver,China,6
SUP03006,Taylor Inc,USA,30
SUP03007,Sullivan and Sons,China,98
SUP03008,Garcia and Sons,Germany,62
SUP03009,Yates PLC,UK,35
SUP03010,Carey-Wallace,Singapore,59
SUP03011,"Rodriguez, Chen and Murphy",India,8
SUP03012,Shea-Lee,Singapore,78
SUP03013,Haas-Ramos,UK,36
SUP03014,Rodriguez-Harvey,Germany,72
SUP03015,"Lee, Little and Nelson",India,24
SUP03016,Richards LLC,China,37
SUP03017,"Williams, Johnson and Kent",Japan,56
SUP03018,Thomas PLC,Japan,25
SUP03019,"Morton, Manning and Snyder",USA,28
SUP03020,"Morales, James and Hodge",Japan,83
SUP03021,"Cruz, Allen and Harris",Germany,9
SUP03022,Bender-Hunt,Germany,97
SUP03023,Lewis-Hernandez,Germany,33
SUP03024,"Murray, Ali and Henry",Germany,100
SUP03025,Williams-Flores,UK,81
SUP03026,Hicks Ltd,Japan,90
SUP03027,"Dixon, Stephenson and Love",Japan,17
SUP03028,"Osborne, Taylor and Jones",USA,47
SUP03029,Knox-Hill,India,86
SUP03030,Kaufman LLC,India,50
SUP03031,Patel-Reynolds,Germany,62
SUP03032,Bryan Inc,Germany,66
SUP03033,Stephens PLC,UK,84
SUP03034,Hall-Scott,UK,53
SUP03035,Lawson-Mendoza,Singapore,6
SUP03036,"Gutierrez, Evans and Anderson",Singapore,2
SUP03037,"Kane, Ballard and Bates",USA,43
SUP03038,Hartman-Kane,UK,4
SUP03039,Jensen-Bell,Germany,59
SUP03040,"Pena, Bailey and Hebert",Germany,48
SUP03041,Lloyd-Jordan,Singapore,73
SUP03042,Miller Group,India,82
SUP03043,Walls-Villegas,USA,73
SUP03044,Turner PLC,Germany,85
SUP03045,"Garcia, Salas and Burgess",China,62
SUP03046,Osborne Inc,UK,81
SUP03047,"Thompson, Adams and Day",India,36
SUP03048,Johnson Group,USA,3
SUP03049,Beltran PLC,USA,59
SUP03050,"Montgomery, Dickerson and Miller",India,49
SUP03051,Brooks Ltd,Singapore,28
SUP03052,Robinson-Cardenas,UK,45
SUP03053,"Carey, Newman and Bender",UK,96
SUP03054,Richardson-Tanner,USA,53
SUP03055,"Green, Anderson and Mcgrath",Japan,54
SUP03056,"Horton, Johnson and Garcia",Singapore,72
SUP03057,Thompson-Harmon,Japan,67
SUP03058,Johnson LLC,India,27
SUP03059,"King, Curry and Murray",USA,54
SUP03060,Green-Davis,China,39
SUP03061,Glover-Greene,India,61
SUP03062,Ross-Pierce,USA,49
SUP03063,Horton and Sons,India,38
SUP03064,"Mckinney, Hernandez and Tucker",China,39
SUP03065,Moore-Hubbard,Japan,62
SUP03066,"Fry, Thomas and Gibson",USA,76
SUP03067,Mercer Group,India,94
SUP03068,"Henderson, Johnson and Parker",China,38
SUP03069,Pruitt Group,Japan,88
SUP03070,"Aguilar, Armstrong and Nelson",China,56
SUP03071,Perez PLC,Singapore,27
SUP03072,"Brown, Harvey and Ryan",China,13
SUP03073,King Ltd,USA,82
SUP03074,"Conway, Rogers and Owens",Japan,6
SUP03075,"Walker, Walker and Jones",Japan,38
SUP03076,Hamilton Group,Singapore,82
SUP03077,Sawyer PLC,USA,29
SUP03078,Moore PLC,India,98
SUP03079,"Dodson, Berry and Whitaker",USA,7
SUP03080,"Cooper, Flores and Wilkinson",Germany,97
SUP03081,Levy LLC,UK,13
SUP03082,"Spencer, Anderson and Gillespie",China,39
SUP03083,Chandler-Kemp,Germany,88
SUP03084,Baird Ltd,USA,87
SUP03085,Weber-Abbott,Singapore,8
SUP03086,"Marsh, Thompson and Chase",USA,86
SUP03087,Nguyen Ltd,UK,16
SUP03088,Farley PLC,India,9
SUP03089,Werner-Crawford,UK,51
SUP03090,Griffin LLC,India,39
SUP03091,Anderson LLC,Singapore,29
SUP03092,"Marshall, Jordan and Joseph",Singapore,27
SUP03093,Long-Sanchez,Singapore,47
SUP03094,"Martin, Hughes and Martin",Germany,34
SUP03095,Watts-Smith,Singapore,74
SUP03096,"Ho, Sharp and Smith",USA,61
SUP03097,Heath PLC,Singapore,41
SUP03098,May-Davidson,Singapore,5
SUP03099,"Little, Anderson and Bailey",China,14
SUP03100,Davis Group,USA,89
SUP03101,Cooper-Brown,Japan,92
SUP03102,"Rowe, Lyons and Davis",India,6
SUP03103,"Carpenter, Mendoza and Fields",Germany,9
SUP03104,Lopez-Dixon,Singapore,41
SUP03105,Jones Inc,Singapore,57
SUP03106,"Fry, Andersen and Smith",Japan,57
SUP03107,"Bell, Murray and Crosby",Singapore,47
SUP03108,"Martinez, Barber and Reed",Japan,75
SUP03109,Wolfe Group,India,59
SUP03110,Morrow and Sons,Germany,30
SUP03111,Foley-Obrien,USA,76
SUP03112,Mills Inc,India,26
SUP03113,Nash Ltd,India,43
SUP03114,Harris-Hernandez,Singapore,44
SUP03115,Evans Ltd,India,2
SUP03116,"Ward, Lewis and Lee",UK,47
SUP03117,Wagner-Caldwell,Germany,98
SUP03118,Estrada Ltd,India,58
SUP03119,Jackson and Sons,India,24
SUP03120,Smith-Harrington,Singapore,53
SUP03121,Strickland-Mckinney,USA,10
SUP03122,Franklin Group,India,39
SUP03123,"Thomas, Henderson and Robinson",Japan,35
SUP03124,Vazquez PLC,Germany,50
SUP03125,Turner PLC,USA,31
SUP03126,Johnson-Jennings,Singapore,98
SUP03127,Johnson Inc,UK,82
SUP03128,Soto-Valdez,India,99
SUP03129,"Smith, Huber and Hernandez",China,25
SUP03130,Young-Brown,Singapore,51
SUP03131,Carter-Davis,USA,55
SUP03132,Romero PLC,India,36
SUP03133,"Neal, Gonzalez and Reed",China,93
SUP03134,"Stone, Little and Mooney",UK,12
SUP03135,Russo-Terry,Japan,85
SUP03136,"Smith, Carter and Maldonado",Germany,77
SUP03137,Middleton and Sons,Singapore,66
SUP03138,Rodriguez-Morales,UK,69
