sku,product,current_stock,reorder_point
SKU01664,Product-1664,5361,1282
SKU01665,Product-1665,4327,452
SKU01666,Product-1666,4749,215
SKU01667,Product-1667,2107,1749
SKU01668,Product-1668,505,757
SKU01669,Product-1669,676,1309
SKU01670,Product-1670,633,1112
SKU01671,Product-1671,1928,1056
SKU01672,Product-1672,5159,1854
SKU01673,Product-1673,3919,133
SKU01674,Product-1674,3035,777
SKU01675,Product-1675,9120,1561
SKU01676,Product-1676,6496,663
SKU01677,Product-1677,7948,1296
SKU01678,Product-1678,7869,837
SKU01679,Product-1679,105,1900
SKU01680,Product-1680,3237,1915
SKU01681,Product-1681,8377,1337
SKU01682,Product-1682,5727,423
SKU01683,Product-1683,9888,1678
SKU01684,Product-1684,2807,1283
SKU01685,Product-1685,7911,757
SKU01686,Product-1686,3742,1932
SKU01687,Product-1687,7673,829
SKU01688,Product-1688,8702,876
SKU01689,Product-1689,119,329
SKU01690,Product-1690,9917,1827
SKU01691,Product-1691,1396,1140
SKU01692,Product-1692,7613,1433
SKU01693,Product-1693,9723,967
SKU01694,Product-1694,8179,1502
SKU01695,Product-1695,8026,981
SKU01696,Product-1696,5392,1367
SKU01697,Product-1697,1290,862
SKU01698,Product-1698,2075,384
SKU01699,Product-1699,1629,1846
SKU01700,Product-1700,2608,837
SKU01701,Product-1701,2309,1565
SKU01702,Product-1702,6717,1192
SKU01703,Product-1703,7260,513
SKU01704,Product-1704,3110,1896
SKU01705,Product-1705,9362,1322
SKU01706,Product-1706,7082,347
SKU01707,Product-1707,2086,810
SKU01708,Product-1708,9383,1860
SKU01709,Product-1709,6875,305
SKU01710,Product-1710,4529,229
SKU01711,Product-1711,4769,1846
SKU01712,Product-1712,9178,1265
SKU01713,Product-1713,5996,1593
SKU01714,Product-1714,6784,1351
SKU01715,Product-1715,5442,619
SKU01716,Product-1716,5486,1774
SKU01717,Product-1717,9878,345
SKU01718,Product-1718,6459,856
SKU01719,Product-1719,2421,303
SKU01720,Product-1720,8736,1601
SKU01721,Product-1721,8465,1448
SKU01722,Product-1722,7195,1190
SKU01723,Product-1723,981,850
SKU01724,Product-1724,4560,992
SKU01725,Product-1725,5852,1537
SKU01726,Product-1726,6379,595
SKU01727,Product-1727,6871,1609
SKU01728,Product-1728,2829,863
SKU01729,Product-1729,2896,1081
SKU01730,Product-1730,5379,1012
SKU01731,Product-1731,1617,1305
SKU01732,Product-1732,8429,915
SKU01733,Product-1733,5289,1438
SKU01734,Product-1734,7531,653
SKU01735,Product-1735,1658,651
SKU01736,Product-1736,4155,1100
SKU01737,Product-1737,3594,1095
SKU01738,Product-1738,2491,1115
SKU01739,Product-1739,38,516
SKU01740,Product-1740,9523,533
SKU01741,Product-1741,94,627
SKU01742,Product-1742,6026,1630
SKU01743,Product-1743,4008,1466
SKU01744,Product-1744,3176,1839
SKU01745,Product-1745,5539,1434
SKU01746,Product-1746,2285,1731
SKU01747,Product-1747,5704,1045
SKU01748,Product-1748,351,1496
SKU01749,Product-1749,5396,1185
SKU01750,Product-1750,4753,833
SKU01751,Product-1751,1667,485
SKU01752,Product-1752,4604,483
SKU01753,Product-1753,6488,1888
SKU01754,Product-1754,2795,1932
SKU01755,Product-1755,7226,610
SKU01756,Product-1756,7741,312
SKU01757,Product-1757,9623,1575
SKU01758,Product-1758,9958,1665
SKU01759,Product-1759,9188,1249
SKU01760,Product-1760,4562,954
SKU01761,Product-1761,5671,622
SKU01762,Product-1762,4201,1083
SKU01763,Product-1763,3171,954
SKU01764,Product-1764,5379,743
SKU01765,Product-1765,386,819
SKU01766,Product-1766,2918,1202
SKU01767,Product-1767,6267,393
SKU01768,Product-1768,3127,1158
SKU01769,Product-1769,19,998
SKU01770,Product-1770,6842,929
SKU01771,Product-1771,8319,74
SKU01772,Product-1772,7363,1137
SKU01773,Product-1773,6420,116
SKU01774,Product-1774,6557,1410
SKU01775,Product-1775,9595,367
SKU01776,Product-1776,7910,1118
SKU01777,Product-1777,6878,120
SKU01778,Product-1778,2500,613
SKU01779,Product-1779,4701,1485
SKU01780,Product-1780,9933,919
SKU01781,Product-1781,1079,780
SKU01782,Product-1782,4855,1191
SKU01783,Product-1783,568,1640
SKU01784,Product-1784,6280,725
SKU01785,Product-1785,4429,1650
SKU01786,Product-1786,4618,902
SKU01787,Product-1787,8798,1135
SKU01788,Product-1788,8641,582
SKU01789,Product-1789,8997,1088
SKU01790,Product-1790,4118,244
SKU01791,Product-1791,5026,770
SKU01792,Product-1792,3633,1110
SKU01793,Product-1793,7441,1916
SKU01794,Product-1794,8733,1574
SKU01795,Product-1795,2050,465
SKU01796,Product-1796,9544,487
SKU01797,Product-1797,9138,1227
SKU01798,Product-1798,185,1504
SKU01799,Product-1799,1381,110
SKU01800,Product-1800,7147,1454
SKU01801,Product-1801,5496,1471
SKU01802,Product-1802,5263,1443
SKU01803,Product-1803,5115,755
SKU01804,Product-1804,8466,1227
SKU01805,Product-1805,2035,817
SKU01806,Product-1806,1893,485
SKU01807,Product-1807,7701,903
SKU01808,Product-1808,7274,1403
SKU01809,Product-1809,6262,1606
SKU01810,Product-1810,5529,897
SKU01811,Product-1811,159,534
SKU01812,Product-1812,1090,905
SKU01813,Product-1813,6664,97
SKU01814,Product-1814,7685,984
SKU01815,Product-1815,8966,1313
SKU01816,Product-1816,6017,1061
SKU01817,Product-1817,6082,599
SKU01818,Product-1818,3962,1319
SKU01819,Product-1819,7561,333
SKU01820,Product-1820,8970,1727
SKU01821,Product-1821,7809,1402
SKU01822,Product-1822,8313,589
SKU01823,Product-1823,2211,1527
SKU01824,Product-1824,5169,1931
SKU01825,Product-1825,6619,1613
SKU01826,Product-1826,9288,655
SKU01827,Product-1827,3068,1475
SKU01828,Product-1828,3428,729
SKU01829,Product-1829,1117,77
SKU01830,Product-1830,314,1285
SKU01831,Product-1831,577,784
SKU01832,Product-1832,8098,788
SKU01833,Product-1833,3604,1566
SKU01834,Product-1834,5890,901
SKU01835,Product-1835,8746,1246
SKU01836,Product-1836,1282,1850
SKU01837,Product-1837,2092,705
SKU01838,Product-1838,3890,943
SKU01839,Product-1839,9709,1549
SKU01840,Product-1840,1216,229
SKU01841,Product-1841,1699,585
SKU01842,Product-1842,9517,1879
SKU01843,Product-1843,1472,475
SKU01844,Product-1844,930,815
SKU01845,Product-1845,8195,920
SKU01846,Product-1846,5099,89
SKU01847,Product-1847,6057,879
SKU01848,Product-1848,7265,423
SKU01849,Product-1849,8331,965
SKU01850,Product-1850,668,714
SKU01851,Product-1851,6658,1030
SKU01852,Product-1852,4619,1040
SKU01853,Product-1853,2956,1734
SKU01854,Product-1854,3337,1809
SKU01855,Product-1855,7591,565
SKU01856,Product-1856,1996,1801
SKU01857,Product-1857,9104,1865
SKU01858,Product-1858,1026,984
SKU01859,Product-1859,9925,1427
SKU01860,Product-1860,4240,833
SKU01861,Product-1861,2597,178
SKU01862,Product-1862,2586,1766
SKU01863,Product-1863,5520,610
SKU01864,Product-1864,2558,1624
SKU01865,Product-1865,910,1671
SKU01866,Product-1866,4299,175
SKU01867,Product-1867,4783,538
SKU01868,Product-1868,1035,946
SKU01869,Product-1869,2139,1190
SKU01870,Product-1870,90,930
SKU01871,Product-1871,3714,1278
SKU01872,Product-1872,5960,1794
SKU01873,Product-1873,2704,1001
SKU01874,Product-1874,4141,1830
SKU01875,Product-1875,974,1138
SKU01876,Product-1876,3127,1359
SKU01877,Product-1877,4396,443
SKU01878,Product-1878,5149,902
SKU01879,Product-1879,9876,936
SKU01880,Product-1880,6711,644
SKU01881,Product-1881,2029,316
SKU01882,Product-1882,7807,735
SKU01883,Product-1883,7754,203
SKU01884,Product-1884,1204,368
SKU01885,Product-1885,6631,1038
SKU01886,Product-1886,1184,1965
SKU01887,Product-1887,5333,748
SKU01888,Product-1888,2169,1458
SKU01889,Product-1889,714,1769
SKU01890,Product-1890,6151,1327
SKU01891,Product-1891,1153,832
SKU01892,Product-1892,6041,1974
SKU01893,Product-1893,9134,1261
SKU01894,Product-1894,8461,970
SKU01895,Product-1895,6466,1632
SKU01896,Product-1896,2748,1952
SKU01897,Product-1897,3856,1206
SKU01898,Product-1898,4141,182
SKU01899,Product-1899,2546,184
SKU01900,Product-1900,1667,475
SKU01901,Product-1901,5522,1304
SKU01902,Product-1902,1740,1470
SKU01903,Product-1903,249,783
SKU01904,Product-1904,2257,1783
SKU01905,Product-1905,1720,1723
SKU01906,Product-1906,1348,1207
SKU01907,Product-1907,7367,1679
SKU01908,Product-1908,107,856
SKU01909,Product-1909,8427,1893
SKU01910,Product-1910,6535,1282
SKU01911,Product-1911,9599,1113
SKU01912,Product-1912,2477,1599
SKU01913,Product-1913,2176,109
SKU01914,Product-1914,2329,1071
SKU01915,Product-1915,5703,1402
SKU01916,Product-1916,3127,662
SKU01917,Product-1917,3446,1955
SKU01918,Product-1918,3194,1311
SKU01919,Product-1919,40,855
SKU01920,Product-1920,2732,115
SKU01921,Product-1921,540,750
SKU01922,Product-1922,3010,1393
SKU01923,Product-1923,4759,682
SKU01924,Product-1924,680,1442
SKU01925,Product-1925,3780,334
SKU01926,Product-1926,2011,795
SKU01927,Product-1927,3530,699
SKU01928,Product-1928,4585,1647
SKU01929,Product-1929,8602,1284
SKU01930,Product-1930,720,1763
SKU01931,Product-1931,2906,540
SKU01932,Product-1932,146,864
SKU01933,Product-1933,8037,1837
SKU01934,Product-1934,7435,1593
SKU01935,Product-1935,3482,975
SKU01936,Product-1936,1382,1354
SKU01937,Product-1937,1395,1661
SKU01938,Product-1938,4571,1068
SKU01939,Product-1939,352,1741
SKU01940,Product-1940,1307,408
SKU01941,Product-1941,4347,297
SKU01942,Product-1942,5248,398
SKU01943,Product-1943,8779,469
SKU01944,Product-1944,9596,1719
SKU01945,Product-1945,4778,1726
SKU01946,Product-1946,853,1026
SKU01947,Product-1947,2904,1749
SKU01948,Product-1948,5958,1853
SKU01949,Product-1949,3162,1031
SKU01950,Product-1950,4304,1170
SKU01951,Product-1951,5995,1630
SKU01952,Product-1952,6333,352
SKU01953,Product-1953,5711,946
SKU01954,Product-1954,7013,110
SKU01955,Product-1955,5539,1651
SKU01956,Product-1956,8448,1023
SKU01957,Product-1957,1299,1244
SKU01958,Product-1958,8058,331
SKU01959,Product-1959,4732,1365
SKU01960,Product-1960,8293,663
SKU01961,Product-1961,7451,1001
SKU01962,Product-1962,5348,1858
SKU01963,Product-1963,1640,1075
SKU01964,Product-1964,2523,1784
SKU01965,Product-1965,7246,1059
SKU01966,Product-1966,153,1720
SKU01967,Product-1967,4809,983
SKU01968,Product-1968,4818,1911
SKU01969,Product-1969,8538,1946
SKU01970,Product-1970,4380,346
SKU01971,Product-1971,4625,1199
SKU01972,Product-1972,1452,1197
SKU01973,Product-1973,9481,816
SKU01974,Product-1974,9751,645
SKU01975,Product-1975,8614,407
SKU01976,Product-1976,8697,1950
SKU01977,Product-1977,4265,1136
SKU01978,Product-1978,2320,1482
SKU01979,Product-1979,6373,1876
SKU01980,Product-1980,3589,145
SKU01981,Product-1981,9163,220
SKU01982,Product-1982,9847,540
SKU01983,Product-1983,480,1133
SKU01984,Product-1984,3943,1421
SKU01985,Product-1985,6036,1430
SKU01986,Product-1986,5047,118
SKU01987,Product-1987,3036,662
SKU01988,Product-1988,1172,101
SKU01989,Product-1989,8545,1102
SKU01990,Product-1990,4268,603
SKU01991,Product-1991,5180,1403
SKU01992,Product-1992,3607,1001
SKU01993,Product-1993,7375,475
SKU01994,Product-1994,1222,1821
SKU01995,Product-1995,3200,884
SKU01996,Product-1996,4913,1558
SKU01997,Product-1997,0,1662
SKU01998,Product-1998,1246,109
SKU01999,Product-1999,1463,1992
SKU02000,Product-2000,3109,1696
SKU02001,Product-2001,9130,1808
SKU02002,Product-2002,6404,929
SKU02003,Product-2003,906,1200
SKU02004,Product-2004,6396,1692
SKU02005,Product-2005,8702,126
SKU02006,Product-2006,1187,617
SKU02007,Product-2007,8277,399
SKU02008,Product-2008,8705,122
SKU02009,Product-2009,844,794
SKU02010,Product-2010,1225,847
SKU02011,Product-2011,3904,465
SKU02012,Product-2012,8129,1376
SKU02013,Product-2013,3674,293
SKU02014,Product-2014,1329,1253
SKU02015,Product-2015,1501,214
SKU02016,Product-2016,8365,539
SKU02017,Product-2017,2782,823
SKU02018,Product-2018,9131,1532
SKU02019,Product-2019,83,1741
SKU02020,Product-2020,3133,820
SKU02021,Product-2021,9452,439
SKU02022,Product-2022,7198,218
SKU02023,Product-2023,2878,127
SKU02024,Product-2024,9510,334
SKU02025,Product-2025,8427,882
SKU02026,Product-2026,3562,1919
SKU02027,Product-2027,3005,171
SKU02028,Product-2028,8921,161
SKU02029,Product-2029,7794,1032
SKU02030,Product-2030,2079,890
SKU02031,Product-2031,8761,1101
SKU02032,Product-2032,1724,206
SKU02033,Product-2033,9406,1890
SKU02034,Product-2034,7881,1571
SKU02035,Product-2035,8622,1119
SKU02036,Product-2036,395,580
SKU02037,Product-2037,2530,466
SKU02038,Product-2038,6304,1791
SKU02039,Product-2039,6759,329
SKU02040,Product-2040,3793,209
SKU02041,Product-2041,2758,1289
SKU02042,Product-2042,6435,200
SKU02043,Product-2043,2055,409
SKU02044,Product-2044,8461,1871
SKU02045,Product-2045,3497,323
SKU02046,Product-2046,7122,1548
SKU02047,Product-2047,4856,1940
SKU02048,Product-2048,8060,1698
SKU02049,Product-2049,1713,1563
SKU02050,Product-2050,5289,1060
SKU02051,Product-2051,8489,95
SKU02052,Product-2052,57,1484
SKU02053,Product-2053,6966,1294
SKU02054,Product-2054,9989,558
SKU02055,Product-2055,5189,60
SKU02056,Product-2056,3277,736
SKU02057,Product-2057,6648,1091
SKU02058,Product-2058,3636,1015
SKU02059,Product-2059,6080,1313
SKU02060,Product-2060,6455,796
SKU02061,Product-2061,2867,807
SKU02062,Product-2062,5047,931
SKU02063,Product-2063,613,1250
SKU02064,Product-2064,663,1523
SKU02065,Product-2065,5560,290
SKU02066,Product-2066,9330,1833
SKU02067,Product-2067,9576,388
SKU02068,Product-2068,6173,1657
SKU02069,Product-2069,6088,1101
SKU02070,Product-2070,2803,1850
SKU02071,Product-2071,6026,1466
SKU02072,Product-2072,2349,1474
SKU02073,Product-2073,4779,640
SKU02074,Product-2074,9499,793
SKU02075,Product-2075,8959,651
SKU02076,Product-2076,13,86
SKU02077,Product-2077,177,1736
SKU02078,Product-2078,5028,1975
SKU02079,Product-2079,4645,1039
SKU02080,Product-2080,6503,418
SKU02081,Product-2081,4791,1434
SKU02082,Product-2082,6298,1823
SKU02083,Product-2083,7525,532
SKU02084,Product-2084,4264,1149
SKU02085,Product-2085,7239,1037
SKU02086,Product-2086,6763,1482
SKU02087,Product-2087,3085,1689
SKU02088,Product-2088,1069,225
SKU02089,Product-2089,782,378
SKU02090,Product-2090,4433,178
SKU02091,Product-2091,665,1830
SKU02092,Product-2092,617,104
SKU02093,Product-2093,929,290
SKU02094,Product-2094,7330,561
SKU02095,Product-2095,8340,1800
SKU02096,Product-2096,2703,374
SKU02097,Product-2097,949,1293
SKU02098,Product-2098,6748,775
SKU02099,Product-2099,7779,463
SKU02100,Product-2100,3625,1858
SKU02101,Product-2101,8075,969
SKU02102,Product-2102,3819,1669
SKU02103,Product-2103,7100,416
SKU02104,Product-2104,5340,1627
SKU02105,Product-2105,5811,876
SKU02106,Product-2106,4036,772
SKU02107,Product-2107,7226,729
SKU02108,Product-2108,8889,879
SKU02109,Product-2109,6126,1756
SKU02110,Product-2110,8522,1502
SKU02111,Product-2111,7284,455
SKU02112,Product-2112,8068,1897
SKU02113,Product-2113,5737,1131
SKU02114,Product-2114,4187,620
SKU02115,Product-2115,9616,756
SKU02116,Product-2116,1620,710
SKU02117,Product-2117,6665,1829
SKU02118,Product-2118,1355,816
SKU02119,Product-2119,7656,1434
SKU02120,Product-2120,2555,1979
SKU02121,Product-2121,8265,922
SKU02122,Product-2122,4739,297
SKU02123,Product-2123,3313,898
SKU02124,Product-2124,7527,773
SKU02125,Product-2125,7029,672
SKU02126,Product-2126,1902,813
SKU02127,Product-2127,1742,585
SKU02128,Product-2128,1380,1946
SKU02129,Product-2129,8092,817
SKU02130,Product-2130,3314,530
SKU02131,Product-2131,2502,988
SKU02132,Product-2132,3185,75
SKU02133,Product-2133,9568,1670
SKU02134,Product-2134,2493,216
SKU02135,Product-2135,8912,1121
SKU02136,Product-2136,7111,1399
SKU02137,Product-2137,2704,243
SKU02138,Product-2138,562,1861
SKU02139,Product-2139,3833,1669
SKU02140,Product-2140,7827,1020
SKU02141,Product-2141,6724,1521
SKU02142,Product-2142,1568,460
SKU02143,Product-2143,8516,979
SKU02144,Product-2144,5929,467
SKU02145,Product-2145,6153,1652
SKU02146,Product-2146,8996,1289
SKU02147,Product-2147,273,1670
SKU02148,Product-2148,9195,1955
SKU02149,Product-2149,6396,1906
SKU02150,Product-2150,3942,1616
SKU02151,Product-2151,3927,426
SKU02152,Product-2152,3783,1252
SKU02153,Product-2153,4190,869
SKU02154,Product-2154,8380,847
SKU02155,Product-2155,6172,1348
SKU02156,Product-2156,1836,182
SKU02157,Product-2157,384,1361
SKU02158,Product-2158,9536,218
SKU02159,Product-2159,6130,1100
SKU02160,Product-2160,5124,780
SKU02161,Product-2161,9829,1179
SKU02162,Product-2162,1548,688
SKU02163,Product-2163,5480,892
SKU02164,Product-2164,5002,1895
SKU02165,Product-2165,9023,1240
SKU02166,Product-2166,4762,459
SKU02167,Product-2167,609,96
SKU02168,Product-2168,9341,518
SKU02169,Product-2169,1168,99
SKU02170,Product-2170,9235,810
SKU02171,Product-2171,2112,293
SKU02172,Product-2172,9847,1015
SKU02173,Product-2173,7849,943
SKU02174,Product-2174,554,777
SKU02175,Product-2175,3562,537
SKU02176,Product-2176,6628,759
SKU02177,Product-2177,8130,1912
SKU02178,Product-2178,1508,948
SKU02179,Product-2179,2388,1469
SKU02180,Product-2180,5380,604
SKU02181,Product-2181,2798,105
SKU02182,Product-2182,1995,1231
SKU02183,Product-2183,5604,919
SKU02184,Product-2184,3282,1440
SKU02185,Product-2185,2866,66
SKU02186,Product-2186,489,1507
SKU02187,Product-2187,7337,665
SKU02188,Product-2188,7928,82
SKU02189,Product-2189,263,65
SKU02190,Product-2190,8060,91
SKU02191,Product-2191,6881,471
SKU02192,Product-2192,8564,1569
SKU02193,Product-2193,8613,934
SKU02194,Product-2194,532,797
SKU02195,Product-2195,5529,900
SKU02196,Product-2196,893,1223
SKU02197,Product-2197,5929,1313
SKU02198,Product-2198,1574,379
SKU02199,Product-2199,5840,979
SKU02200,Product-2200,4478,1248
SKU02201,Product-2201,1506,620
SKU02202,Product-2202,7619,1698
SKU02203,Product-2203,2522,612
SKU02204,Product-2204,8145,1871
SKU02205,Product-2205,5686,1536
SKU02206,Product-2206,1733,1309
SKU02207,Product-2207,7999,209
SKU02208,Product-2208,5757,1141
SKU02209,Product-2209,5166,977
SKU02210,Product-2210,4464,476
SKU02211,Product-2211,1841,1182
SKU02212,Product-2212,582,568
SKU02213,Product-2213,8052,1734
SKU02214,Product-2214,6797,615
SKU02215,Product-2215,4444,1560
SKU02216,Product-2216,9617,566
SKU02217,Product-2217,1121,398
SKU02218,Product-2218,3538,852
SKU02219,Product-2219,8737,276
SKU02220,Product-2220,4179,88
SKU02221,Product-2221,7592,1586
SKU02222,Product-2222,1893,1872
SKU02223,Product-2223,7529,1164
SKU02224,Product-2224,4218,1417
SKU02225,Product-2225,5384,1835
SKU02226,Product-2226,3853,999
SKU02227,Product-2227,6379,1505
SKU02228,Product-2228,6788,629
SKU02229,Product-2229,8425,825
SKU02230,Product-2230,2517,979
SKU02231,Product-2231,7124,1199
SKU02232,Product-2232,7758,816
SKU02233,Product-2233,4951,989
SKU02234,Product-2234,8459,1583
SKU02235,Product-2235,9784,1602
SKU02236,Product-2236,1022,1111
SKU02237,Product-2237,3863,1536
SKU02238,Product-2238,9033,641
SKU02239,Product-2239,8834,384
SKU02240,Product-2240,963,1687
SKU02241,Product-2241,1942,597
SKU02242,Product-2242,1794,654
SKU02243,Product-2243,1670,286
SKU02244,Product-2244,765,1332
SKU02245,Product-2245,1013,1530
SKU02246,Product-2246,3885,237
SKU02247,Product-2247,6159,232
SKU02248,Product-2248,2455,483
SKU02249,Product-2249,9965,1860
SKU02250,Product-2250,3965,1660
SKU02251,Product-2251,6269,394
SKU02252,Product-2252,3100,58
SKU02253,Product-2253,1382,1149
SKU02254,Product-2254,2577,819
SKU02255,Product-2255,3067,1155
SKU02256,Product-2256,5662,295
SKU02257,Product-2257,1330,1747
SKU02258,Product-2258,359,130
SKU02259,Product-2259,7753,1570
SKU02260,Product-2260,7046,1422
SKU02261,Product-2261,4671,591
SKU02262,Product-2262,3687,343
SKU02263,Product-2263,2484,1314
SKU02264,Product-2264,5223,601
SKU02265,Product-2265,5376,103
SKU02266,Product-2266,4458,260
SKU02267,Product-2267,8349,237
SKU02268,Product-2268,6507,1611
SKU02269,Product-2269,8874,1354
SKU02270,Product-2270,4442,1251
SKU02271,Product-2271,7413,1704
SKU02272,Product-2272,1024,134
SKU02273,Product-2273,9712,687
SKU02274,Product-2274,5056,1783
SKU02275,Product-2275,2561,1027
SKU02276,Product-2276,5784,1710
SKU02277,Product-2277,1251,405
SKU02278,Product-2278,1145,221
SKU02279,Product-2279,9518,187
SKU02280,Product-2280,6869,1915
SKU02281,Product-2281,5825,1190
SKU02282,Product-2282,2971,1234
SKU02283,Product-2283,1636,350
SKU02284,Product-2284,8671,1667
SKU02285,Product-2285,1944,1607
SKU02286,Product-2286,1264,997
SKU02287,Product-2287,7304,795
SKU02288,Product-2288,4486,1506
SKU02289,Product-2289,6454,278
SKU02290,Product-2290,8572,692
SKU02291,Product-2291,9059,650
SKU02292,Product-2292,4856,1088
SKU02293,Product-2293,6698,1394
SKU02294,Product-2294,8934,1520
SKU02295,Product-2295,7101,1153
SKU02296,Product-2296,4612,1323
SKU02297,Product-2297,7510,242
SKU02298,Product-2298,2870,1825
SKU02299,Product-2299,4467,1831
SKU02300,Product-2300,344,1731
SKU02301,Product-2301,7180,375
SKU02302,Product-2302,9461,1047
SKU02303,Product-2303,9444,886
SKU02304,Product-2304,8165,1886
SKU02305,Product-2305,6798,129
SKU02306,Product-2306,6690,1740
SKU02307,Product-2307,5583,1051
SKU02308,Product-2308,2680,327
SKU02309,Product-2309,2184,506
SKU02310,Product-2310,9453,1052
SKU02311,Product-2311,3679,1287
SKU02312,Product-2312,5228,896
SKU02313,Product-2313,3193,1734
SKU02314,Product-2314,338,470
SKU02315,Product-2315,5337,1355
SKU02316,Product-2316,5580,53
SKU02317,Product-2317,7112,1479
SKU02318,Product-2318,6666,386
SKU02319,Product-2319,7861,1640
SKU02320,Product-2320,3083,317
SKU02321,Product-2321,8087,118
SKU02322,Product-2322,4310,620
SKU02323,Product-2323,3964,1013
SKU02324,Product-2324,9351,1460
SKU02325,Product-2325,129,1477
SKU02326,Product-2326,5025,1454
SKU02327,Product-2327,6541,1561
SKU02328,Product-2328,9181,893
SKU02329,Product-2329,3240,356
SKU02330,Product-2330,1989,1092
SKU02331,Product-2331,9725,1797
SKU02332,Product-2332,158,352
SKU02333,Product-2333,8964,811
SKU02334,Product-2334,4987,409
SKU02335,Product-2335,8593,689
SKU02336,Product-2336,7624,889
SKU02337,Product-2337,4402,1791
SKU02338,Product-2338,2405,1420
SKU02339,Product-2339,2077,1042
SKU02340,Product-2340,3321,611
SKU02341,Product-2341,6646,1073
SKU02342,Product-2342,4602,1880
SKU02343,Product-2343,3581,1987
SKU02344,Product-2344,2589,236
SKU02345,Product-2345,9187,1024
SKU02346,Product-2346,70,603
SKU02347,Product-2347,6928,1589
SKU02348,Product-2348,6404,1494
SKU02349,Product-2349,4395,1235
SKU02350,Product-2350,7363,1057
SKU02351,Product-2351,5523,1056
SKU02352,Product-2352,4658,1206
SKU02353,Product-2353,1542,787
SKU02354,Product-2354,787,240
SKU02355,Product-2355,5291,1032
SKU02356,Product-2356,695,1287
SKU02357,Product-2357,318,311
SKU02358,Product-2358,4531,1263
SKU02359,Product-2359,250,264
SKU02360,Product-2360,6042,445
SKU02361,Product-2361,6752,1390
SKU02362,Product-2362,5716,1103
SKU02363,Product-2363,8999,260
SKU02364,Product-2364,9246,1563
SKU02365,Product-2365,2800,152
SKU02366,Product-2366,5239,437
SKU02367,Product-2367,5443,1037
SKU02368,Product-2368,2342,152
SKU02369,Product-2369,2810,1530
SKU02370,Product-2370,4659,1718
SKU02371,Product-2371,7753,882
SKU02372,Product-2372,7404,1591
SKU02373,Product-2373,9233,598
SKU02374,Product-2374,1254,461
SKU02375,Product-2375,288,368
SKU02376,Product-2376,2414,298
SKU02377,Product-2377,9453,1456
SKU02378,Product-2378,4162,1394
SKU02379,Product-2379,1345,1318
SKU02380,Product-2380,6393,1661
SKU02381,Product-2381,3979,564
SKU02382,Product-2382,8430,1132
SKU02383,Product-2383,5216,185
SKU02384,Product-2384,5874,677
SKU02385,Product-2385,2419,991
SKU02386,Product-2386,6573,1366
SKU02387,Product-2387,2580,1550
SKU02388,Product-2388,2501,543
SKU02389,Product-2389,8932,1047
SKU02390,Product-2390,8197,202
SKU02391,Product-2391,5489,1222
SKU02392,Product-2392,8963,1481
SKU02393,Product-2393,174,768
SKU02394,Product-2394,6147,1319
SKU02395,Product-2395,4944,1235
SKU02396,Product-2396,1711,738
SKU02397,Product-2397,8315,261
SKU02398,Product-2398,3538,1815
SKU02399,Product-2399,3008,1445
SKU02400,Product-2400,9275,1848
SKU02401,Product-2401,9345,1198
SKU02402,Product-2402,4576,1363
SKU02403,Product-2403,5804,835
SKU02404,Product-2404,4327,952
SKU02405,Product-2405,6970,564
SKU02406,Product-2406,5938,391
SKU02407,Product-2407,172,282
SKU02408,Product-2408,4122,464
SKU02409,Product-2409,9187,862
SKU02410,Product-2410,9883,419
SKU02411,Product-2411,321,1947
SKU02412,Product-2412,8085,1296
SKU02413,Product-2413,4949,1951
SKU02414,Product-2414,7493,1322
SKU02415,Product-2415,2025,1442
SKU02416,Product-2416,9357,54
SKU02417,Product-2417,3946,1774
SKU02418,Product-2418,289,190
SKU02419,Product-2419,8520,1108
SKU02420,Product-2420,1049,1340
SKU02421,Product-2421,6423,433
SKU02422,Product-2422,3213,283
SKU02423,Product-2423,8578,475
SKU02424,Product-2424,7599,860
SKU02425,Product-2425,6997,353
SKU02426,Product-2426,8638,1848
SKU02427,Product-2427,3495,1844
SKU02428,Product-2428,2528,677
SKU02429,Product-2429,8478,1770
SKU02430,Product-2430,4969,549
SKU02431,Product-2431,2041,1874
SKU02432,Product-2432,3194,1988
SKU02433,Product-2433,3388,163
SKU02434,Product-2434,7684,1274
SKU02435,Product-2435,3242,731
SKU02436,Product-2436,6441,285
SKU02437,Product-2437,7090,448
SKU02438,Product-2438,3851,815
SKU02439,Product-2439,6927,1252
SKU02440,Product-2440,5493,1405
SKU02441,Product-2441,3811,269
SKU02442,Product-2442,4141,1124
SKU02443,Product-2443,1258,606
SKU02444,Product-2444,9752,1677
SKU02445,Product-2445,1026,853
SKU02446,Product-2446,9621,744
SKU02447,Product-2447,9885,1252
SKU02448,Product-2448,1384,928
SKU02449,Product-2449,3188,1377
SKU02450,Product-2450,9316,1706
SKU02451,Product-2451,3273,1893
SKU02452,Product-2452,8526,557
SKU02453,Product-2453,3378,308
SKU02454,Product-2454,9720,1728
SKU02455,Product-2455,9201,289
SKU02456,Product-2456,3562,1902
SKU02457,Product-2457,7638,1108
SKU02458,Product-2458,619,1940
SKU02459,Product-2459,4994,999
SKU02460,Product-2460,1296,624
SKU02461,Product-2461,1595,468
SKU02462,Product-2462,5188,1066
SKU02463,Product-2463,3000,920
SKU02464,Product-2464,713,410
SKU02465,Product-2465,65,985
SKU02466,Product-2466,4034,744
